Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-09-14 00:00:00-04:00,111.59019917203862,112.76718694572703,109.72258257682635,112.21273803710938,140150100,0.0,0.0
2020-09-15 00:00:00-04:00,115.10169316714062,115.58805204226122,110.51046419860256,112.38780975341797,184642000,0.0,0.0
2020-09-16 00:00:00-04:00,112.08626989830371,112.83525930246253,108.98329789268679,109.07083892822266,154679000,0.0,0.0
2020-09-17 00:00:00-04:00,106.72658592069983,109.13892163117578,105.74413897781598,107.32966613769531,178011000,0.0,0.0
2020-09-18 00:00:00-04:00,107.38805146978207,107.85495187903756,103.19563251538361,103.9251708984375,287104900,0.0,0.0
2020-09-21 00:00:00-04:00,101.68793171672704,107.1837894202986,100.28721554443658,107.07678985595703,195713800,0.0,0.0
2020-09-22 00:00:00-04:00,109.60584204815116,109.78093154907663,106.18187865602258,108.75957489013672,183055400,0.0,0.0
2020-09-23 00:00:00-04:00,108.57476272214053,109.05139236274285,103.85707548927341,104.1975326538086,150718700,0.0,0.0
2020-09-24 00:00:00-04:00,102.30071754136085,107.242125181147,102.1353573153781,105.26750946044922,167743300,0.0,0.0
2020-09-25 00:00:00-04:00,105.471789131678,109.37238950555708,104.7325215412831,109.21675109863281,149981400,0.0,0.0
2020-09-28 00:00:00-04:00,111.87227014246227,112.17381026918468,109.70310630165157,111.8236312866211,137672400,0.0,0.0
2020-09-29 00:00:00-04:00,111.4248279384537,112.16408812965686,110.4715612207209,110.97737121582031,99382200,0.0,0.0
2020-09-30 00:00:00-04:00,110.68554987889233,114.06088154339487,110.52018964814512,112.65043640136719,142675200,0.0,0.0
2020-10-01 00:00:00-04:00,114.43053032893033,114.50834954010315,112.66991334832385,113.60372161865234,116120400,0.0,0.0
2020-10-02 00:00:00-04:00,109.81011856378328,112.2224621206602,109.1583993790266,109.93656921386719,144712000,0.0,0.0
2020-10-05 00:00:00-04:00,110.80228173280487,113.46752627225055,110.45210275141814,113.32161712646484,106243800,0.0,0.0
2020-10-06 00:00:00-04:00,112.54345067949198,112.9519978108433,109.18757711311163,110.07275390625,161498200,0.0,0.0
2020-10-07 00:00:00-04:00,111.49290414731489,112.39753189463039,111.01626713656741,111.94035339355469,96849000,0.0,0.0
2020-10-08 00:00:00-04:00,113.07844398775582,113.22435314166701,111.46372888130158,111.83336639404297,83477200,0.0,0.0
2020-10-09 00:00:00-04:00,112.13490552618049,113.80798131062522,111.78472652844798,113.77880096435547,100506900,0.0,0.0
2020-10-12 00:00:00-04:00,116.78450413554557,121.76482226057634,116.02578539059424,121.006103515625,240226800,0.0,0.0
2020-10-13 00:00:00-04:00,121.85234309102313,121.9690718867462,116.38567436315013,117.79611206054688,262330500,0.0,0.0
2020-10-14 00:00:00-04:00,117.69884824411241,119.67346409750246,116.35650041512618,117.8836669921875,150712000,0.0,0.0
2020-10-15 00:00:00-04:00,115.48104948176437,117.8933852834975,114.92660067544894,117.41675567626953,112559200,0.0,0.0
2020-10-16 00:00:00-04:00,117.97121729976094,118.23385526990404,115.56860307094232,115.77287292480469,115393800,0.0,0.0
2020-10-19 00:00:00-04:00,116.68723164895509,117.13468096654279,112.50454937346234,112.8158187866211,120639300,0.0,0.0
2020-10-20 00:00:00-04:00,113.02980416838349,115.73396585696945,112.47535532523321,114.30406951904297,124423700,0.0,0.0
2020-10-21 00:00:00-04:00,113.48697056487583,115.47131553347286,113.2729714867065,113.6815185546875,89946000,0.0,0.0
2020-10-22 00:00:00-04:00,114.24570410467129,114.81961147307034,111.4637305673421,112.59208679199219,101988000,0.0,0.0
2020-10-23 00:00:00-04:00,113.2146263110706,113.37026472424279,111.16219112016253,111.90145874023438,82572600,0.0,0.0
2020-10-26 00:00:00-04:00,110.89955881245987,113.37026292295224,109.80038294532771,111.91118621826172,111850700,0.0,0.0
2020-10-27 00:00:00-04:00,112.3391745749253,114.08034029540528,111.41509565044463,113.41889190673828,92276800,0.0,0.0
2020-10-28 00:00:00-04:00,111.91119126662696,112.28082137684017,108.06895131820131,108.16622161865234,143937800,0.0,0.0
2020-10-29 00:00:00-04:00,109.30429841508608,113.73988906858685,109.138930754146,112.17381286621094,146129200,0.0,0.0
2020-10-30 00:00:00-04:00,108.03003661879342,108.93466447069503,104.78116272521534,105.89006042480469,190272600,0.0,0.0
2020-11-02 00:00:00-05:00,106.1332410376146,107.6604077052679,104.39207526396882,105.8025131225586,122866900,0.0,0.0
2020-11-03 00:00:00-05:00,106.66824505588045,108.44831311565359,105.76361714103741,107.42696380615234,107624400,0.0,0.0
2020-11-04 00:00:00-05:00,111.02600479592498,112.43644258276989,109.28483911084726,111.81390380859375,138235500,0.0,0.0
2020-11-05 00:00:00-05:00,114.7320709410606,116.35651544029349,113.68154127114309,115.78260803222656,126387100,0.0,0.0
2020-11-06 00:00:00-05:00,115.2905328204704,116.14799861229584,113.15660323122867,115.65106201171875,114457900,0.205,0.0
2020-11-09 00:00:00-05:00,117.41472698776981,118.86657505737031,113.07866742947716,113.34175109863281,154515300,0.0,0.0
2020-11-10 00:00:00-05:00,112.59145738080137,114.57921861893705,111.20780945261693,113.00070190429688,138023400,0.0,0.0
2020-11-11 00:00:00-05:00,114.18945127149735,116.56697207433398,113.4586543889182,116.43055725097656,112295000,0.0,0.0
2020-11-12 00:00:00-05:00,116.55725128655479,117.44394777392753,115.5341325209194,116.15774536132812,103162300,0.0,0.0
2020-11-13 00:00:00-05:00,116.38184296677532,116.60594984971524,114.85204177616873,116.20645141601562,81581900,0.0,0.0
2020-11-16 00:00:00-05:00,115.87513960696033,117.89213849123007,115.12485815820473,117.21981048583984,91183000,0.0,0.0
2020-11-17 00:00:00-05:00,116.48905207972464,117.58037091037836,115.91415453796073,116.33314514160156,74271000,0.0,0.0
2020-11-18 00:00:00-05:00,115.57310891661412,116.75212717189736,114.97872676825749,115.0079574584961,76322100,0.0,0.0
2020-11-19 00:00:00-05:00,114.57920680217912,116.01156992074252,113.81917921291296,115.60232543945312,74113000,0.0,0.0
2020-11-20 00:00:00-05:00,115.60235791426813,115.72902673671257,114.28692460685124,114.33563995361328,73604300,0.0,0.0
2020-11-23 00:00:00-05:00,114.17972274018632,114.60845935593927,110.83754418732941,110.93498229980469,127959300,0.0,0.0
2020-11-24 00:00:00-05:00,110.99345018861624,112.88377334383199,109.70724035208704,112.22118377685547,113874200,0.0,0.0
2020-11-25 00:00:00-05:00,112.59145244287018,113.760724582734,112.22117723247423,113.05915832519531,76499200,0.0,0.0
2020-11-27 00:00:00-05:00,113.58534323153174,114.4817857816356,113.24430611291088,113.60482788085938,46691300,0.0,0.0
2020-11-30 00:00:00-05:00,113.97508586515107,117.8726693370055,113.81917895793265,116.0018310546875,169410200,0.0,0.0
2020-12-01 00:00:00-05:00,117.91164198667394,120.3086548468947,116.93724615240289,119.5778579711914,127728200,0.0,0.0
2020-12-02 00:00:00-05:00,118.89580031413836,120.21124090192977,117.79473547645512,119.92866516113281,89004200,0.0,0.0
2020-12-03 00:00:00-05:00,120.35738030969706,120.61072532946784,119.08092403824773,119.792236328125,78967600,0.0,0.0
2020-12-04 00:00:00-05:00,119.46094065635505,119.7142856820755,118.40859125787107,119.11990356445312,78260400,0.0,0.0
2020-12-07 00:00:00-05:00,119.17836466433876,121.38050156328545,119.1199032870206,120.58149719238281,86712000,0.0,0.0
2020-12-08 00:00:00-05:00,121.18564255631568,121.78002475694831,119.93840933537943,121.19538116455078,82225500,0.0,0.0
2020-12-09 00:00:00-05:00,121.3415148761349,122.72515520882723,117.90189869056083,118.66192626953125,115089200,0.0,0.0
2020-12-10 00:00:00-05:00,117.4147062587099,120.69842312660181,117.07366917962338,120.08454895019531,81312200,0.0,0.0
2020-12-11 00:00:00-05:00,119.29530252010173,119.61685498411975,117.46344071723955,119.27581787109375,86939800,0.0,0.0
2020-12-14 00:00:00-05:00,119.46093057486559,120.19172746757567,118.42807334539813,118.66192626953125,79184500,0.0,0.0
2020-12-15 00:00:00-05:00,121.15638107461726,124.62523548902008,120.95175883034318,124.60574340820312,157243700,0.0,0.0
2020-12-16 00:00:00-05:00,124.14777660588067,125.08318827908539,123.31953420089064,124.53752899169922,98208600,0.0,0.0
2020-12-17 00:00:00-05:00,125.59963849451057,126.2622355061444,124.76165733950789,125.4047622680664,94359800,0.0,0.0
2020-12-18 00:00:00-05:00,125.65811357033245,125.79452841437983,122.8908250895469,123.41699981689453,192541500,0.0,0.0
2020-12-21 00:00:00-05:00,121.81896751574804,125.02473079695858,120.2891663082695,124.94677734375,121251600,0.0,0.0
2020-12-22 00:00:00-05:00,128.2402506072199,130.96856222026736,126.33042801765606,128.5033416748047,168904800,0.0,0.0
2020-12-23 00:00:00-05:00,128.7761906679344,129.03926690688297,127.43151930755751,127.60691833496094,88223700,0.0,0.0
2020-12-24 00:00:00-05:00,127.95762178456803,130.04282752053618,127.74325358916144,128.59097290039062,54930100,0.0,0.0
2020-12-28 00:00:00-05:00,130.55934935520793,133.82356763345643,130.09162848432888,133.19021606445312,124486200,0.0,0.0
2020-12-29 00:00:00-05:00,134.51538107187807,135.23642465149393,130.90036509315357,131.4167938232422,121047300,0.0,0.0
2020-12-30 00:00:00-05:00,132.10861128309938,132.50811721089653,129.9844202745973,130.29623413085938,96452100,0.0,0.0
2020-12-31 00:00:00-05:00,130.6470123311244,131.2901172342019,128.34743726674927,129.2926025390625,99116600,0.0,0.0
2021-01-04 00:00:00-05:00,130.1013562325265,130.18904830293448,123.51443728468345,126.09658813476562,143301900,0.0,0.0
2021-01-05 00:00:00-05:00,125.58990196321088,128.3669365572837,125.14167325368666,127.6556167602539,97664900,0.0,0.0
2021-01-06 00:00:00-05:00,124.44986969207119,127.69461045301895,123.14417506694097,123.3585433959961,155088000,0.0,0.0
2021-01-07 00:00:00-05:00,125.0734581195904,128.25973687058584,124.58626017036609,127.56790924072266,109578200,0.0,0.0
2021-01-08 00:00:00-05:00,129.0392514479538,129.23414253685505,126.89558328296363,128.6689910888672,105158200,0.0,0.0
2021-01-11 00:00:00-05:00,125.88219618894762,126.83709991297498,125.20986070587222,125.67756652832031,100384500,0.0,0.0
2021-01-12 00:00:00-05:00,125.20987551647978,126.36940903829134,123.61186680500131,125.502197265625,91951100,0.0,0.0
2021-01-13 00:00:00-05:00,125.46322047371517,128.08434802714223,125.20014426532036,127.53868865966797,88636800,0.0,0.0
2021-01-14 00:00:00-05:00,127.451013562091,127.64588980955337,125.46323718090288,125.60940551757812,90221800,0.0,0.0
2021-01-15 00:00:00-05:00,125.48271340602645,126.88584599937765,123.74828974705143,123.88470458984375,111598500,0.0,0.0
2021-01-19 00:00:00-05:00,124.50831458189415,125.4145105561259,123.68982554382202,124.55703735351562,90757300,0.0,0.0
2021-01-20 00:00:00-05:00,125.36579577837638,129.09773432738962,125.25861162121556,128.64950561523438,104319500,0.0,0.0
2021-01-21 00:00:00-05:00,130.3741971240205,136.0938972964428,130.1695674073792,133.36558532714844,120150900,0.0,0.0
2021-01-22 00:00:00-05:00,132.79064399605167,136.26924376050698,131.5629107740607,135.50921630859375,114459400,0.0,0.0
2021-01-25 00:00:00-05:00,139.40681893054085,141.3750878076961,133.04400046392547,139.26065063476562,157611700,0.0,0.0
2021-01-26 00:00:00-05:00,139.92328928555284,140.60536359839995,137.75037522505468,139.4945526123047,98390600,0.0,0.0
2021-01-27 00:00:00-05:00,139.75761679075893,140.605351455325,136.8149514568833,138.42269897460938,140843800,0.0,0.0
