Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R,OBV,Volume_MA_20,Volume_MA_50,VWAP,ROC_5,ROC_10,ROC_20,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Momentum,Volatility,Price_Change,Price_Change_5d,High_52w,Low_52w,High_20d,Low_20d,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200,KC_Middle,KC_Upper,KC_Lower,DC_Upper,DC_Lower,DC_Middle,Fib_0.236,Fib_0.382,Fib_0.500,Fib_0.618,Fib_0.786
2024-11-20 00:00:00-05:00,427.11839986754256,428.45824029696774,424.5274404068126,427.8474426269531,3956000,0.0,0.0,0.0,,427.8474426269531,,427.8474426269531,,427.8474426269531,,427.8474426269531,,427.8474426269531,,427.8474426269531,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,426.9443744435779,,,,,,,,,,,,,,,,,,,,,427.8474426269531,,,,,,,,,,
2024-11-21 00:00:00-05:00,429.394097830759,434.004693903988,427.19719863436507,432.4579772949219,7558000,0.0,0.0,0.0,,429.38428751627606,,428.6857216574929,,428.28654116675966,,428.02824790804993,,427.9387403431505,,427.8933185937986,,0.36779193932517273,0.07355838786503455,0.2942335514601382,,,,,,,,,,,,,,7558000.0,,,429.750944707784,,,,,,,,,,,1.0776118327739503,,,,,,,,,,428.28654116675966,,,,,,,,,,
2024-11-22 00:00:00-05:00,433.06876843570296,436.9897367711262,432.80278465396066,436.5858154296875,5492800,0.0,0.0,0.0,,431.7847968207466,,430.1221023433464,,429.07694823941944,,428.3638387912514,,428.1099695527849,,427.97981109962836,,0.9810428889848595,0.2550552880889995,0.7259876008958599,,,,,,,,,,,,,,13050800.0,,,431.5946574462799,,,,,,,,,,,0.9545061836032653,,,,,,,,,,429.07694823941944,,,,,,,,,,
2024-11-25 00:00:00-05:00,439.98461326546027,441.74806738250015,438.79257179778466,440.9205322265625,2976100,0.0,0.0,0.0,,434.8300419560186,,432.08545323120387,,430.2049086191474,,428.85625814165576,,428.3636440611765,,428.10857449392626,,1.7961195554036067,0.5632681415519211,1.2328514138516855,,,,,,,,,,,,,,16026900.0,,,432.91902331486915,,,,,,,,,,,0.9928670707289866,,,,,,,,,,430.2049086191474,,,,,,,,,,
2024-11-26 00:00:00-05:00,439.9354175704722,442.6643146505011,438.0636094980944,442.22100830078125,4126500,0.0,0.0,0.0,436.0065551757813,437.29369740427285,,433.9282814256725,,431.34929906501725,,429.3803659910332,,428.6380473134459,,428.24899672086013,,2.5179854674311173,0.9542116067277604,1.5637738607033569,,,,,,,,,,,,,,20153400.0,,,434.2992280016432,,,,,,,,,,,0.29494568276320354,,,,,,,,,,431.34929906501725,,,,,,,,,,
2024-11-27 00:00:00-05:00,442.5165102075495,443.95487308813426,440.7333635488086,441.0978698730469,2985900,0.0,0.0,0.0,438.656640625,438.56175489386425,,435.2318429615587,,432.27773438006767,,429.83987594719065,,428.88477647304194,,428.3768462049615,,2.9652598490872037,1.356421255199649,1.6088385938875547,,,,,,,,,,,,,,17167500.0,,,435.1399954749425,3.0969981180060495,,,,,,,,,,-0.2539767235505197,3.0969981180060495,,,,,,,,,432.27773438006767,,,,,,,,,,
2024-11-29 00:00:00-05:00,441.649601078369,444.58540455630435,441.5904935643379,443.4130554199219,3474100,0.0,0.0,0.0,440.84765625,440.1788550692168,,436.71933613580654,,433.33824114576805,,430.3721574951409,,429.17246516505935,,428.52646022700094,,3.4665835267840066,1.7784537095165207,1.688129817267486,,,,,,,,,,,,,,20641600.0,,,436.0555669141026,2.5332121732440616,,,,,,,,,,0.5248689021194686,2.5332121732440616,,,,,,,,,433.33824114576805,,,,,,,,,,
2024-12-02 00:00:00-05:00,443.92529251080515,444.3095213839315,441.28505689420024,442.0830383300781,2661200,0.0,0.0,0.0,441.9471008300781,440.81358282283725,,437.6945547165832,,434.1710789728452,,430.831407723962,,429.4281200792181,,428.66135155140967,,3.713755033176767,2.16551397424857,1.548241058928197,,,,,,,,,,,,,,17980400.0,,,436.576396604231,1.2591391442665771,,,,,,,,,,-0.29994991658154335,1.2591391442665771,,,,,,,,,434.1710789728452,,,,,,,,,,
2024-12-03 00:00:00-05:00,442.486984845178,442.9303212524777,439.98465658558433,441.2456970214844,1697400,0.0,0.0,0.0,442.0121337890625,440.957620889053,,438.3402169538379,,434.8448521203346,,431.23981122582563,,429.6621315038174,,428.78656891927113,,3.7982894704550176,2.49206907348986,1.3062203969651578,,,,,,,,,,,,,,16283000.0,,,436.81017277920546,0.07374680269023907,,,,434.55642248155846,,,,,,-0.1894081509565937,0.07374680269023907,,,,,,,,,434.8448521203346,,,,,,,,,,
2024-12-04 00:00:00-05:00,443.176539826818,444.85130250922066,442.12240592195485,444.2503662109375,3694400,0.0,0.0,0.0,442.4180053710937,442.0552026630145,439.2122802734375,439.4147895460378,,435.7406153670587,,431.75002906837904,,429.9510074386119,,428.94043754903896,,4.060923515111426,2.8058399618141734,1.2550835532972529,,,,,,,,,,,,,,19977400.0,,,437.4731707148709,0.45890128964112015,,,,436.0242505717929,,,,,,0.6809514992974108,0.45890128964112015,,,,,1.1470731042318472,,,,435.7406153670587,,,,,,,,,,
2024-12-05 00:00:00-05:00,443.7971845094918,444.78234960824454,441.69877803877193,442.0140380859375,1917600,0.0,0.0,0.0,442.6012390136719,442.0414811373222,440.6289398193359,439.8873801896559,,436.3380841974281,,432.15253922593035,,430.1898793326183,,429.0705231265206,,4.042016052775466,3.053075180006432,0.9889408727690339,,,,,,,,,,,,,,18059800.0,,,437.7266378528498,0.2077017994111622,3.3111324382360396,,,438.82704358159066,,,,14.166595458984375,,-0.5033936480624446,0.2077017994111622,,,,,0.31434573207322325,,,,436.3380841974281,,,,,,,,,,
2024-12-06 00:00:00-05:00,442.8219458165507,443.28497471510167,440.15215624313174,440.51666259765625,1973900,0.0,0.0,0.0,442.02196044921874,441.5332082907669,441.4348083496094,440.00179517292867,,436.73604404506887,,432.48054406403725,,430.39437009034185,,429.18441506155676,,3.8616908960079854,3.214798323206743,0.6468925728012422,,,,,,,,,,,,,,16085900.0,,,437.893379880961,-0.6532042272690138,1.8634608969737239,,,441.4574560036575,,,,8.058685302734375,,-0.33876197569773225,-0.6532042272690138,,,,,-0.20799124459301604,,,,436.73604404506887,,,,,,,,,,
