Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R,OBV,Volume_MA_20,Volume_MA_50,VWAP,ROC_5,ROC_10,ROC_20,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Momentum,Volatility,Price_Change,Price_Change_5d,High_52w,Low_52w,High_20d,Low_20d,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200,KC_Middle,KC_Upper,KC_Lower,DC_Upper,DC_Lower,DC_Middle
2024-11-20 00:00:00-05:00,138.9600067138672,140.77000427246094,135.47999572753906,137.60000610351562,28843100,0.0,0.0,,137.60000610351562,,137.60000610351562,,137.60000610351562,,137.60000610351562,,137.60000610351562,,137.60000610351562,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,137.9500020345052,,,,,,,,,,,,,,,,,,,,,137.60000610351562,,,,,
2024-11-21 00:00:00-05:00,138.8699951171875,140.27999877929688,134.92999267578125,137.49000549316406,29311400,0.0,0.0,,137.56333923339844,,137.5800059925426,,137.58952985491072,,137.5956923540901,,137.59782787360768,,137.5989115700793,,-0.00877497746392919,-0.001754995492785838,-0.007019981971143352,,,,,,,,,,,,,,-29311400.0,,,137.75679039795153,,,,,,,,,,,-0.07994230048856688,,,,,,,,,,137.58952985491072,,,,,
2024-11-22 00:00:00-05:00,137.35000610351562,139.1300048828125,137.0399932861328,138.35000610351562,21784700,0.0,0.0,,137.8255615234375,,137.7200060127195,,137.66195616430167,,137.6252732854401,,137.6127224920217,,137.60638514752645,,0.05305407722872246,0.009206819051515823,0.04384725817720664,,,,,,,,,,,,,,-7526700.0,,,137.87030534317455,,,,,,,,,,,0.6255004552998766,,,,,,,,,,137.66195616430167,,,,,
2024-11-25 00:00:00-05:00,140.49000549316406,142.35000610351562,139.0500030517578,141.1300048828125,30923100,0.0,0.0,,138.92704264322919,,138.34000580728184,,137.99224651844557,,137.76271374023904,,137.682371648275,,137.64144604041488,,0.3226573238152355,0.07189692000425975,0.25076040381097575,,,,,,,,,,,,,,23396400.0,,,138.69958081863246,,,,,,,,,,,2.009395487280896,,,,,,,,,,137.99224651844557,,,,,
2024-11-26 00:00:00-05:00,142.5500030517578,142.8000030517578,136.6199951171875,137.72000122070312,32092400,0.0,0.0,138.4580047607422,138.52469550238717,,138.22727770063116,,137.96631839485104,,137.76103873947292,,137.68311678832308,,137.64222768399983,,0.25818484796616303,0.1091545055966404,0.14903034236952262,,,,,,,,,,,,,,-8696000.0,,,138.77749928749174,,,,,,,,,,,-2.416214514369841,,,,,,,,,,137.96631839485104,,,,,
2024-11-27 00:00:00-05:00,137.1999969482422,137.94000244140625,132.9600067138672,136.24000549316406,30175300,0.0,0.0,138.18600463867188,137.76313216597947,,137.86595548109167,,137.80190764230943,,137.70139037687258,,137.6545403270328,,137.62827522438954,,0.08666760972840848,0.10465712642299402,-0.01798951669458554,,,,,,,,,,,,,,-38871300.0,,,138.2434382953114,-0.9883724927515211,,,,,,,,,,-1.0746410938286988,-0.9883724927515211,,,,,,,,,137.80190764230943,,,,,
2024-11-29 00:00:00-05:00,136.24000549316406,138.58999633789062,135.77999877929688,137.17999267578125,16085700,0.0,0.0,138.1240020751953,137.56875233591342,,137.74123497103523,,137.74267764549722,,137.68094340820232,,137.6451433438397,,137.62381470151783,,0.026285074568818345,0.08898271605215889,-0.06269764148334055,,,,,,,,,,,,,,-22785600.0,,,138.15331577461268,-0.22548025674362648,,,,,,,,,,0.6899494603032297,-0.22548025674362648,,,,,,,,,137.74267764549722,,,,,
2024-12-02 00:00:00-05:00,137.9199981689453,142.82000732421875,137.8000030517578,142.05999755859375,33102400,0.0,0.0,138.86600036621093,139.06583407680688,,138.5264645324095,,138.15385097055403,,137.85267102194317,,137.7325661995774,,137.6679558244738,,0.3679654143169273,0.14477925570511258,0.22318615861181473,,,,,,,,,,,,,,10316800.0,,,138.5612953533645,2.6815983313381655,,,,,,,,,,3.5573736283440294,2.6815983313381655,,,,,,,,,138.15385097055403,,,,,
2024-12-03 00:00:00-05:00,142.5800018310547,143.4499969482422,141.0800018310547,141.97999572753906,22665300,0.0,0.0,139.03599853515624,140.0372212937176,,139.15437929516034,,138.5182457093145,,138.01452689275087,,137.81667371498258,,137.71086169415605,,0.625088435695659,0.24084109170322188,0.3842473439924371,,,,,,,,,,,,,,-12348500.0,,,138.89516422744325,0.6022750763966555,,,,138.2050018310547,,,,,,-0.05631552332083789,0.6022750763966555,,,,,,,,,138.5182457093145,,,,,
2024-12-04 00:00:00-05:00,142.9600067138672,144.1199951171875,141.17999267578125,143.99000549316406,25942700,0.0,0.0,140.28999938964844,141.35481602686644,139.3740020751953,140.03358405843375,,139.03936568872874,,138.24885938688473,,137.93891790860994,,137.77334073693225,,0.9797572407494215,0.3886243215124618,0.5911329192369597,,,,,,,,,,,,,,13594200.0,,,139.297481535637,4.552718716878999,,,,138.54000091552734,,,,,,1.4156992718060257,4.552718716878999,,,,,3.311954417064326,,,,139.03936568872874,,,,,
