Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R,OBV,Volume_MA_20,Volume_MA_50,VWAP,ROC_5,ROC_10,ROC_20,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Momentum,Volatility,Price_Change,Price_Change_5d,High_52w,Low_52w,High_20d,Low_20d,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200,KC_Middle,KC_Upper,KC_Lower,DC_Upper,DC_Lower,DC_Middle,Fib_0.236,Fib_0.382,Fib_0.500,Fib_0.618,Fib_0.786
2024-11-20 00:00:00-05:00,427.11839986754256,428.45824029696774,424.5274404068126,427.8474426269531,3956000,0.0,0.0,0.0,,427.8474426269531,,427.8474426269531,,427.8474426269531,,427.8474426269531,,427.8474426269531,,427.8474426269531,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,426.9443744435779,,,,,,,,,,,,,,,,,,,,,427.8474426269531,,,,,,,,,,
2024-11-21 00:00:00-05:00,429.3940675293919,434.0046632772616,427.1971684880282,432.45794677734375,7558000,0.0,0.0,0.0,,429.38427734375006,,428.6857161088423,,428.28653826032365,,428.0282467112822,,427.93873973884206,,427.8933182901411,,0.36778950487450857,0.07355790097490171,0.29423160389960684,,,,,,,,,,,,,,7558000.0,,,429.7509247328356,,,,,,,,,,,1.077604699956236,,,,,,,,,,428.28653826032365,,,,,,,,,,
2024-11-22 00:00:00-05:00,433.06876843570296,436.9897367711262,432.80278465396066,436.5858154296875,5492800,0.0,0.0,0.0,,431.78479003906256,,430.1220978035414,,429.0769456097869,,428.3638376414157,,428.1099689604429,,427.97981079899233,,0.9810410093947439,0.2550545226588702,0.7259864867358737,,,,,,,,,,,,,,13050800.0,,,431.59464392277425,,,,,,,,,,,0.9545133077341728,,,,,,,,,,429.0769456097869,,,,,,,,,,
2024-11-25 00:00:00-05:00,439.9846437182604,441.74809795735473,438.7926021680796,440.9205627441406,2976100,0.0,0.0,0.0,,434.83004760742193,,432.0854550654685,,430.204909146392,,428.85625823367945,,428.3636440848726,,428.1085744999391,,1.796120566403772,0.5632677314078506,1.2328528349959216,,,,,,,,,,,,,,16026900.0,,,432.9190163460367,,,,,,,,,,,0.99287406078159,,,,,,,,,,430.204909146392,,,,,,,,,,
2024-11-26 00:00:00-05:00,439.9354175704722,442.6643146505011,438.0636094980944,442.22100830078125,4126500,0.0,0.0,0.0,436.0065551757813,437.29370117187506,,433.92828292643446,,431.34929954204813,,429.38036607944815,,428.63804733667274,,428.2489967268132,,2.5179862971667717,0.9542114445596348,1.563774852607137,,,,,,,,,,,,,,20153400.0,,,434.29922222557735,,,,,,,,,,,0.29493874101653716,,,,,,,,,,431.34929954204813,,,,,,,,,,
2024-11-27 00:00:00-05:00,442.51657143900445,443.95493451861694,440.7334245335277,441.0979309082031,2985900,0.0,0.0,0.0,438.6566528320312,438.5617777506511,,435.231855286756,,432.2777406245391,,429.8398784256739,,428.8847777044258,,428.3768468181703,,2.965265396252164,1.3564222348981407,1.6088431613540233,,,,,,,,,,,,,,17167500.0,,,435.1399970741371,3.097012383641453,,,,,,,,,,-0.25396292159287626,3.097012383641453,,,,,,,,,432.2777406245391,,,,,,,,,,
2024-11-29 00:00:00-05:00,441.6495402859496,444.58534335977595,441.5904327800546,443.4129943847656,3474100,0.0,0.0,0.0,440.8476623535156,440.17884996202264,,436.71933512275774,,433.3382409826559,,430.37215748289316,,429.17246516344244,,428.5264602267932,,3.466582968922353,1.7784543817029832,1.6881285872193696,,,,,,,,,,,,,,20641600.0,,,436.0555613985239,2.5332052952335307,,,,,,,,,,0.5248411552953414,2.5332052952335307,,,,,,,,,433.3382409826559,,,,,,,,,,
2024-12-02 00:00:00-05:00,443.9253231555565,444.30955205520667,441.2850873566926,442.08306884765625,2661200,0.0,0.0,0.0,441.9471130371094,440.81358959056723,,437.69455943637564,,434.17108173170357,,430.8314089089623,,429.4281206819417,,428.6613518548615,,3.7137570018839483,2.1655149057391765,1.5482420961447718,,,,,,,,,,,,,,17980400.0,,,436.5763939769212,1.259146134319173,,,,,,,,,,-0.29992931058654415,1.259146134319173,,,,,,,,,434.17108173170357,,,,,,,,,,
2024-12-03 00:00:00-05:00,442.4870460520349,442.930382520659,439.9847174463076,441.2457580566406,1697400,0.0,0.0,0.0,442.01215209960935,440.95764574592505,,438.34023191278743,,434.8448604293166,,431.2398147578909,,429.6621333032229,,428.7865698270185,,3.798295830683003,2.4920710907279418,1.306224739955061,,,,,,,,,,,,,,16283000.0,,,436.810173246657,0.07375371891845874,,,,434.5563918832943,,,,,,-0.18940123474943116,0.07375371891845874,,,,,,,,,434.8448604293166,,,,,,,,,,
2024-12-04 00:00:00-05:00,443.1765702706301,444.85133306807984,442.1224362933537,444.2503967285156,3694400,0.0,0.0,0.0,442.41802978515625,442.0552294067886,439.21229248046876,439.4148073338289,,435.7406257911451,,431.7500336586997,,429.95100980669406,,428.94043875141153,,4.060930809057709,2.805843034393895,1.2550877746638136,,,,,,,,,,,,,,19977400.0,,,437.47317405340266,0.45890819061994115,,,,436.024250778054,,,,,,0.6809444888735472,0.45890819061994115,,,,,1.1470772413025991,,,,435.7406257911451,,,,,,,,,,
