Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R,OBV,Volume_MA_20,Volume_MA_50,VWAP,ROC_5,ROC_10,ROC_20,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Momentum,Volatility,Price_Change,Price_Change_5d,High_52w,Low_52w,High_20d,Low_20d,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200,KC_Middle,KC_Upper,KC_Lower,DC_Upper,DC_Lower,DC_Middle,Fib_0.236,Fib_0.382,Fib_0.500,Fib_0.618,Fib_0.786
2024-11-20 00:00:00-05:00,9.369999885559082,9.680000305175781,8.699999809265137,8.760000228881836,21967400,0.0,0.0,,8.760000228881836,,8.760000228881836,,8.760000228881836,,8.760000228881836,,8.760000228881836,,8.760000228881836,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,9.046666781107586,,,,,,,,,,,,,,,,,,,,,8.760000228881836,,,,,,,,,,
2024-11-21 00:00:00-05:00,9.199999809265137,9.614999771118164,8.510000228881836,9.149999618530273,21171800,0.0,0.0,,8.890000025431316,,8.830909208817916,,8.797143027895974,,8.77529432259354,,8.767722989072894,,8.763880819823612,,0.031111062422098712,0.006222212484419743,0.02488884993767897,,,,,,,,,,,,,,21171800.0,,,9.06875170352029,,,,,,,,,,,4.452047710713569,,,,,,,,,,8.797143027895974,,,,,,,,,,
2024-11-22 00:00:00-05:00,9.130000114440918,9.949999809265137,9.029999732971191,9.850000381469727,22342000,0.0,0.0,,9.210000144110786,,9.016198512936427,,8.89741515680776,,8.817439658235743,,8.7891542245659,,8.774687979640987,,0.11097180110783356,0.027172130209102505,0.08379967089873105,,,,,,,,,,,,,,43513800.0,,,9.2534240808097,,,,,,,,,,,7.650281881125265,,,,,,,,,,8.89741515680776,,,,,,,,,,
2024-11-25 00:00:00-05:00,10.369999885559082,10.9399995803833,9.8100004196167,10.680000305175781,29760700,0.0,0.0,,9.700000197799119,,9.318707929707218,,9.067185170938048,,8.890481252233393,,8.82659672121164,,8.793646311238348,,0.23848694013323346,0.0694350921939287,0.16905184793930478,,,,,,,,,,,,,,73274500.0,,,9.635656676466951,,,,,,,,,,,8.426394838191964,,,,,,,,,,9.067185170938048,,,,,,,,,,
2024-11-26 00:00:00-05:00,10.5600004196167,10.680000305175781,9.555000305175781,9.739999771118164,16050900,0.0,0.0,9.636000061035157,9.713333388905468,,9.395306446327389,,9.131262751907583,,8.923795703954365,,8.8446839103187,,8.803062763575461,,0.2606883661099815,0.10768574697713926,0.15300261913284222,,,,,,,,,,,,,,57223600.0,,,9.68700126293323,,,,,,,,,,,-8.801502876381662,,,,,,,,,,9.131262751907583,,,,,,,,,,
2024-11-27 00:00:00-05:00,9.98799991607666,10.1850004196167,9.369999885559082,9.65999984741211,10301000,0.0,0.0,9.815999984741211,9.695555541741015,,9.443432519251884,,9.181618665765157,,8.952666454678198,,8.860828780360153,,8.811589500728065,,0.268730077834757,0.1398946131486628,0.1288354646860942,,,,,,,,,,,,,,46922600.0,,,9.691349940095447,10.273967979623595,,,,,,,,,,-0.8213544721353827,10.273967979623595,,,,,,,,,9.181618665765157,,,,,,,,,,
2024-11-29 00:00:00-05:00,9.90999984741211,10.585000038146973,9.779000282287598,10.100000381469727,11660400,0.0,0.0,10.006000137329101,9.830370488317254,,9.562808494200581,,9.269083591070354,,8.997659942003356,,8.885366831867273,,8.824409509491664,,0.30706787090195853,0.17332926469932194,0.13373860620263658,,,,,,,,,,,,,,58583000.0,,,9.731892460231192,10.38252243219271,,,,,,,,,,4.554871024925444,10.38252243219271,,,,,,,,,9.269083591070354,,,,,,,,,,
2024-12-02 00:00:00-05:00,10.1899995803833,10.539999961853027,9.609999656677246,9.619999885559082,15415900,0.0,0.0,9.960000038146973,9.760246954064531,,9.573206928993036,,9.30250419054547,,9.022065429985934,,8.89991402104929,,8.832325831641588,,0.2953146165554461,0.1977263350705468,0.09758828148489931,,,,,,,,,,,,,,43167100.0,,,9.751743330092397,-2.3350303249056927,,,,,,,,,,-4.752479978033386,-2.3350303249056927,,,,,,,,,9.30250419054547,,,,,,,,,,
2024-12-03 00:00:00-05:00,9.520000457763672,9.8100004196167,9.364999771118164,9.569999694824219,9368000,0.0,0.0,9.73799991607666,9.696831200984427,,9.572623795507797,,9.327979952857731,,9.043553048214887,,8.913183044292357,,8.839665870081218,,0.2787521984583279,0.21393150774810302,0.06482069071022487,,,,,,,,,,,,,,33799100.0,,,9.74166171976974,-10.393263844886128,,,,9.724999904632568,,,,,,-0.5197525086244603,-10.393263844886128,,,,,,,,,9.327979952857731,,,,,,,,,,
2024-12-04 00:00:00-05:00,9.800000190734863,10.4399995803833,9.180000305175781,9.619999885559082,23154100,0.0,0.0,9.713999938964843,9.671220762509313,9.675,9.581237630062576,,9.355791375019765,,9.066158806542111,,8.927179417386746,,8.847430387648162,,0.2665879009370613,0.22446278638589467,0.04212511455116663,,,,,,,,,,,,,,56953200.0,,,9.742301279720051,-1.232031708203068,,,,9.724999904632568,,,,,,0.5224680494180678,-1.232031708203068,,,,,-0.568476635048255,,,,9.355791375019765,,,,,,,,,,
