Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R,OBV,Volume_MA_20,Volume_MA_50,VWAP,ROC_5,ROC_10,ROC_20,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Momentum,Volatility,Price_Change,Price_Change_5d,High_52w,Low_52w,High_20d,Low_20d,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200
2025-05-08 00:00:00-04:00,29.600000381469727,29.780000686645508,29.360000610351562,29.459999084472656,13209300,0.0,0.0,0.0,,29.459999084472656,,29.459999084472656,,29.459999084472656,,29.459999084472656,,29.459999084472656,,29.459999084472656,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,29.53333346048991,,,,,,,,,,,,,,,,,,,,
2025-05-09 00:00:00-04:00,29.700000762939453,29.889999389648438,29.649999618530273,29.799999237060547,8963000,0.0,0.0,0.0,,29.573332468668625,,29.52181729403409,,29.49238005138579,,29.47333242378983,,29.466731760761526,,29.463382170568057,,0.027122519294760394,0.005424503858952079,0.021698015435808314,,,,,,,,,,,,,,8963000.0,,,29.633046478579544,,,,,,,,,,,1.154107817902461,,,,,,,,,
2025-05-12 00:00:00-04:00,29.670000076293945,29.739999771118164,29.43000030517578,29.6299991607666,14642000,0.0,0.0,0.0,,29.592221366034618,,29.541486724349088,,29.50548663323158,,29.479476217396765,,29.46996477858341,,29.465040051067547,,0.034502008162707654,0.011240004719703194,0.02326200344300446,,,,,,,,,,,,,,-5679000.0,,,29.619902937536665,,,,,,,,,,,-0.5704700692828357,,,,,,,,,
2025-05-13 00:00:00-04:00,29.690000534057617,30.010000228881836,29.610000610351562,29.93000030517578,13094100,0.0,0.0,0.0,,29.70481434574834,,29.612125557226666,,29.545916506750075,,29.497143828682216,,29.47907439297138,,29.46966652125768,,0.0638221889304944,0.021756441561861437,0.04206574736863297,,,,,,,,,,,,,,7415100.0,,,29.680271912310527,,,,,,,,,,,1.0124912349184667,,,,,,,,,
2025-05-14 00:00:00-04:00,29.43000030517578,29.510000228881836,29.15999984741211,29.25,14048500,0.0,0.0,0.0,29.613999557495116,29.55320956383223,,29.546284546821816,,29.517733982297685,,29.487451913831936,,29.474538266377888,,29.46748078472775,,0.03182148354729364,0.023769449958947877,0.008052033588345761,,,,,,,,,,,,,,-6633400.0,,,29.598207382351195,,,,,,,,,,,-2.271968921624734,,,,,,,,,
2025-05-15 00:00:00-04:00,29.25,29.6200008392334,29.18000030517578,29.610000610351562,10062200,0.0,0.0,0.0,29.6439998626709,29.572139912672007,,29.557869285645406,,29.52652128020758,,29.492257745068002,,29.477220689030833,,29.468898892445402,,0.035105065243229205,0.026036573015804143,0.009068492227425062,,,,,,,,,,,,,,3428800.0,,,29.5807788748834,0.5091701647674757,,,,,,,,,,1.2307713174412482,0.5091701647674757,,,,,,,,
2025-05-16 00:00:00-04:00,29.200000762939453,29.3799991607666,29.100000381469727,29.299999237060547,9275600,0.0,0.0,0.0,29.543999862670898,29.481426354134857,,29.51098382226634,,29.504947752288814,,29.484718195734377,,29.473711353348254,,29.467218298859482,,0.012548159981861318,0.02333889040901558,-0.010790730427154262,,,,,,,,,,,,,,-5846800.0,,,29.54505727067425,-1.6778523919496573,,,,,,,,,,-1.0469482164841337,-1.6778523919496573,,,,,,,,
2025-05-19 00:00:00-04:00,29.43000030517578,29.530000686645508,29.309999465942383,29.420000076293945,11078100,0.0,0.0,0.0,29.502000045776366,29.460950928187888,,29.49444132299863,,29.49685749743216,,29.482180230266128,,29.472647763703613,,29.46674846579913,,0.004305088505315524,0.01953213002827557,-0.015227041522960047,,,,,,,,,,,,,,5231300.0,,,29.53037723463564,-0.7087380709437153,,,,,,,,,,0.40955918893545995,-0.7087380709437153,,,,,,,,
2025-05-20 00:00:00-04:00,29.530000686645508,30.1299991607666,29.5,30.1299991607666,14474100,0.0,0.0,0.0,29.54199981689453,29.683967005714127,,29.6099972935019,,29.55715670346401,,29.507584894207326,,29.485664623051395,,29.473347975201797,,0.05443588438897251,0.02651288090041496,0.02792300348855755,,,,,,,,,,,,,,19705400.0,,,29.582187904209707,0.6682220299083479,,,,29.614999771118164,,,,,,2.4133211510245944,0.6682220299083479,,,,,,,,
2025-05-21 00:00:00-04:00,30.18000030517578,30.530000686645508,30.100000381469727,30.510000228881836,19504900,0.0,0.0,0.0,29.793999862670898,29.959311413436698,29.703999710083007,29.7736341908437,,29.647903705884758,,29.546895299488682,,29.505948496434176,,29.48366292299961,,0.12340527253050126,0.04589135922643223,0.07751391330406904,,,,,,,,,,,,,,39210300.0,,,29.703426979779973,4.307693090194311,,,,29.815000534057617,,,,,,1.2612050404901654,4.307693090194311,,,,,2.7134410404846334,,,
2025-05-22 00:00:00-04:00,30.010000228881836,30.110000610351562,29.780000686645508,30.030000686645508,15320500,0.0,0.0,0.0,29.87799987792969,29.982874504506302,29.760999870300292,29.82024628098948,,29.68429389452864,,29.565840608788953,,29.51632576752747,,29.489099119652806,,0.13774422827460597,0.06426193303606698,0.073482295238539,,,,,,,,,,,,,,23889800.0,,,29.73220852235809,1.418439944736491,1.9348323825077092,,,29.815000534057617,,,,0.5700016021728516,,-1.5732531584249032,1.418439944736491,,,,,0.9038702245137347,,,
2025-05-23 00:00:00-04:00,30.190000534057617,30.5,30.020000457763672,30.450000762939453,15098100,0.0,0.0,0.0,30.108000183105467,30.138583257317357,29.826000022888184,29.93474709588947,,29.757218358186815,,29.60051355601054,,29.534814381298002,,29.49866033003377,,0.18091299765569246,0.08759214595999208,0.09332085169570038,,,,,,,,,,,,,,38987900.0,,,29.78842093759429,3.924919985746312,2.1812132299336997,,,29.815000534057617,,,,0.6500015258789062,,1.398601620681017,3.924919985746312,,,,,2.0921368590237264,,,
2025-05-27 00:00:00-04:00,30.040000915527344,30.25,29.979999542236328,30.229999542236328,12301000,0.0,0.0,0.0,30.270000076293947,30.16905535229035,29.886000061035155,29.988429358861627,,29.8022451376201,,29.625199280960572,,29.54858042408886,,29.505937337120365,,0.1951230415573697,0.10909832507946761,0.0860247164779021,,,,,,,,,,,,,,26686900.0,,,29.814660178203873,2.753227273425687,2.0249760326155983,,,29.815000534057617,,,,0.6000003814697266,,-0.7224998856843579,2.753227273425687,,,,,1.1510388827498994,,,
2025-05-28 00:00:00-04:00,30.149999618530273,30.229999542236328,29.959999084472656,29.979999542236328,11211700,0.0,0.0,0.0,30.24000015258789,30.10603674893901,29.89099998474121,29.986896664929752,,29.819174128535934,,29.639113016696875,,29.557123376923464,,29.51065437398719,55.485230539432976,0.18408962248822647,0.12409658456121939,0.05999303792700708,,,,,,61.53838971792587,,0.4757144110543387,,,,,-38.461610282074126,15475200.0,,,29.82954525149712,-0.49784142949991694,0.1670539143025018,,54.75546172731576,29.815000534057617,,,,0.049999237060546875,,-0.8269930657812563,-0.49784142949991694,,,,,0.2977470059233565,,,
2025-05-29 00:00:00-04:00,30.290000915527344,30.31999969482422,30.049999237060547,30.299999237060547,12160600,0.0,0.0,0.0,30.197999954223633,30.17069091164619,29.995999908447267,30.043824405317167,,29.86496699601447,,29.665030123377804,,29.571833789995484,,29.518508551729212,58.30038825436315,0.19887435958541388,0.1390521395660583,0.05982222001935558,,,,,,83.91598597898982,,0.47000013078962055,,32.218848773383854,17.173263733486078,,-16.084014021010173,27635800.0,,,29.85417290426106,-0.688302164031106,3.589740981403579,,57.82644742085814,29.815000534057617,,,,1.0499992370605469,,1.067377250534629,-0.688302164031106,,,,,1.0134662273007597,,,
2025-05-30 00:00:00-04:00,30.1200008392334,30.190000534057617,29.780000686645508,30.0,14305400,0.0,0.0,0.0,30.19199981689453,30.113793941097462,30.03499984741211,30.035856331623137,,29.87782728210833,,29.67816619697083,,29.580312328807455,,29.523299511413498,51.99203777610938,0.18425990552754712,0.14809369275835607,0.03616621276919105,,,,,,62.93702282949107,69.46379950880225,0.47642857687813894,,30.134964216481492,20.989499288104295,,-37.06297717050893,13330400.0,,,29.863481048613615,-0.09990238414762764,1.317120505266369,,51.359547123033565,29.920000076293945,,,,0.3899993896484375,,-0.9900965168791576,-0.09990238414762764,,,,,-0.11653020672522177,,,
2025-06-02 00:00:00-04:00,30.850000381469727,31.600000381469727,30.719999313354492,31.59000015258789,37873300,0.0,0.0,0.0,30.41999969482422,30.60586267826094,30.263999938964844,30.318427935434908,,30.040891365011145,,29.753140077583264,,29.620108127298156,,29.54386369689782,65.21738872893958,0.2975476257111289,0.17798447934891065,0.11956314636221826,,,,,,99.59999084472656,82.15099988440248,0.5642858232770648,,43.29115598825267,14.936709838730083,,-0.40000915527343744,51203700.0,,,30.08459622553404,3.743840266289665,7.815702986881997,,63.98781994765049,30.550000190734863,,,,2.2900009155273438,,5.3000005086263124,3.743840266289665,,,,,4.381444013670592,,,
2025-06-03 00:00:00-04:00,31.270000457763672,31.469999313354492,31.06999969482422,31.440000534057617,23158800,0.0,0.0,0.0,30.661999893188476,30.88390863019317,30.46599998474121,30.52235022609358,,30.174139857301284,,29.819291468033242,,29.656145600699332,,29.562730730103393,62.00317608276858,0.3709491733715069,0.2165774181534299,0.154371755218077,,,,,,93.60000610351562,85.37900659257775,0.572857311793736,,39.27681542316848,14.713216423836522,,-6.399993896484375,28044900.0,,,30.19121913846626,4.002649719298596,6.866079036455708,,65.79622556004558,30.690000534057617,,,,2.020000457763672,,-0.4748325983087609,4.002649719298596,,,,,3.1970083036966863,,,
2025-06-04 00:00:00-04:00,31.31999969482422,31.43000030517578,31.229999542236328,31.34000015258789,19730500,0.0,0.0,0.0,30.93400001525879,31.03593913765808,30.58700008392334,30.671013849092542,,30.285174171138102,,29.87892710272166,,29.689489255192175,,29.58041500296394,68.30121796340698,0.4162529290181354,0.256512520326371,0.15974040869176437,,,,,,89.59999084472656,94.26666259765625,0.5328573499407087,,42.22520511660134,9.785512849030601,,-10.400009155273438,8314400.0,,,30.269055316146904,4.5363596768424586,4.0159343694800915,,72.81706304883484,30.690000534057617,,,,1.210000991821289,,-0.31806736568404936,4.5363596768424586,,,,,2.4618304070307686,,,
2025-06-05 00:00:00-04:00,32.630001068115234,32.779998779296875,32.09000015258789,32.45000076293945,51807500,0.0,0.0,0.0,31.36400032043457,31.507293012751873,30.7810001373291,30.994466015246527,30.242499923706056,30.49134813226204,,29.979753520769417,,29.744152849404994,,29.608968095103002,71.98141546463405,0.5355507585810777,0.3123201679773123,0.22323059060376538,30.242499923706056,31.950794510626586,28.534205336785526,3.4165891738410608,1.1461124609698508,91.0326586948443,91.41088521436217,0.6042857851300921,,51.89123965697489,8.62883518503196,182.29916557279168,-8.967341305155701,60121900.0,17065960.0,,30.598574462560546,7.095714785527768,6.3585726630743995,,77.37514666941384,31.27999973297119,,,,1.9400005340576172,,3.541801547374601,7.095714785527768,,,32.779998779296875,29.100000381469727,5.422178025938479,7.2993332059265805,,
