Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R,OBV,Volume_MA_20,Volume_MA_50,VWAP,ROC_5,ROC_10,ROC_20,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Momentum,Volatility,Price_Change,Price_Change_5d,High_52w,Low_52w,High_20d,Low_20d,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200,SMA_10_Slope,SMA_20_Slope,SMA_50_Slope,Pivot,R1,S1,R2,S2,Fib_382,Fib_500,Fib_618
2025-08-08 00:00:00-04:00,14.1899995803833,14.489999771118164,13.609999656677246,14.199999809265137,19089200,0.0,0.0,,14.199999809265137,,14.199999809265137,,14.199999809265137,,14.199999809265137,,14.199999809265137,,14.199999809265137,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,14.09999974568685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-11 00:00:00-04:00,14.265000343322754,14.579999923706055,13.899999618530273,14.029999732971191,19107200,0.0,0.0,,14.143333117167156,,14.169090704484418,,14.183809325808571,,14.193333139606551,,14.196633471120702,,14.198308266217436,,-0.013561259647380197,-0.0027122519294760397,-0.010849007717904157,,,,,,,,,,,,,,-19107200.0,,,14.13501624574865,,,,,,,,,,,-1.1971836519534595,,,,,,,,,,,,,14.09999974568685,14.589999834696453,13.709999720255535,14.979999860127768,13.219999631245932,,,
2025-08-12 00:00:00-04:00,14.01099967956543,15.130000114440918,13.829999923706055,14.970000267028809,25300400,0.0,0.0,,14.418888833787708,,14.314710624947034,,14.258684653543833,,14.223790674015268,,14.21194766509908,,14.205986793588695,,0.05095416368359729,0.008021031193138626,0.04293313249045866,,,,,,,,,,,,,,6193200.0,,,14.337556030689267,,,,,,,,,,,6.699932658220731,,,,,,,,,,,,,14.169999758402506,14.439999898274738,13.759999593098957,14.850000063578287,13.489999453226725,,,
2025-08-13 00:00:00-04:00,15.239999771118164,15.850000381469727,14.229999542236328,14.800000190734863,24686700,0.0,0.0,,14.545925952770094,,14.402945091453912,,14.310238514228692,,14.24638712565133,,14.223592269567115,,14.211897374654827,,0.08735850164671533,0.02388852528385397,0.06346997636286136,,,,,,,,,,,,,,-18493500.0,,,14.511807318956416,,,,,,,,,,,-1.1356050318072963,,,,,,,,,,,,,14.643333435058594,15.456666946411133,14.15666675567627,15.943333625793457,13.34333324432373,,,
2025-08-14 00:00:00-04:00,14.625,15.00100040435791,13.979999542236328,14.550000190734863,20751300,0.0,0.0,14.510000038146973,14.547284032091685,,14.429682382232265,,14.33307295961023,,14.258293520360487,,14.230055792758556,,14.215261581780002,,0.09494186043096242,0.03809919231327566,0.05684266811768676,,,,,,,,,,,,,,-39244800.0,,,14.51152654396127,,,,,,,,,,,-1.68918916741978,,,,,,,,,,,,,14.960000038146973,15.690000534057617,14.069999694824219,16.58000087738037,13.339999198913574,,,
2025-08-15 00:00:00-04:00,14.54800033569336,14.5600004196167,13.529999732971191,14.09000015258789,17802000,0.0,0.0,14.488000106811523,14.394856072257088,,14.367921976842378,,14.309923168465247,,14.251693780447837,,14.227282413745275,,14.21401519939998,,0.06310612013417938,0.04310057787745641,0.02000554225672297,,,,,,,,,,,,,,-57046800.0,,,14.448103183700592,-0.7746454799631345,,,,,,,,,,-3.161512248225884,-0.7746454799631345,,,,,,,,,,,,14.510333379109701,15.040667215983074,14.019666353861492,15.531334241231283,13.489332516988119,,,
2025-08-18 00:00:00-04:00,14.875,16.920000076293945,14.65999984741211,16.34000015258789,70625900,0.0,0.0,14.950000190734864,15.043237432367357,,14.726481645159744,,14.503263833619783,,14.333588147982741,,14.269118408573842,,14.23516927853618,,0.2169316099855969,0.07786678429908452,0.1390648256865124,,,,,,,,,,,,,,13579100.0,,,14.993904157344835,16.464721764663217,,,,,,,,,,15.968772005916154,16.464721764663217,,,,,,,,,,,,14.06000010172526,14.590000470479328,13.55999978383382,15.090000788370768,13.029999415079752,,,
2025-08-19 00:00:00-04:00,16.15999984741211,16.399999618530273,14.979999542236328,15.34000015258789,29218000,0.0,0.0,15.02400016784668,15.142158339107535,,14.838030464692133,,14.582953006854842,,14.373055285418237,,14.290323987663228,,14.246162620566546,,0.2552059212938502,0.11333461169803766,0.14187130959581257,,,,,,,,,,,,,,-15638900.0,,,15.068622590894394,2.4716090778835924,,,,,,,,,,-6.119950983241718,2.4716090778835924,,,,,,,,,,,,15.973333358764648,17.286666870117188,15.026666641235352,18.233333587646484,13.713333129882812,,,
2025-08-20 00:00:00-04:00,15.09000015258789,15.795000076293945,14.029999732971191,15.720000267028809,32019600,0.0,0.0,15.208000183105469,15.334772315081295,,14.998388610571528,,14.691243222109506,,14.425876657246103,,14.318634409036804,,14.260827671775127,,0.3125979871882656,0.15318728679608323,0.15941070039218236,,,,,,,,,,,,,,16380700.0,,,15.082619585108626,6.216216651604412,,,,15.224999904632568,,,,,,2.4771845545047855,6.216216651604412,,,,,,,,,,,,15.573333104451498,16.166666666666668,14.746666590372723,16.993333180745445,14.153333028157553,,,
2025-08-21 00:00:00-04:00,15.600000381469727,16.246000289916992,15.234999656677246,15.770000457763672,20703100,0.0,0.0,15.45200023651123,15.479848362642088,14.9810001373291,15.138681673697372,,14.793982006457522,,14.478587394521302,,14.347374330793771,,14.27584431641183,,0.35798952995974176,0.19414773542881497,0.1638417945309268,,,,,,,,,,,,,,37083800.0,,,15.132113244302742,8.38488145041867,,,,15.224999904632568,,,,,,0.31806736568404936,8.38488145041867,,,,,5.266673207408691,,,,,,,15.181666692097982,16.333333651224773,14.56833330790202,16.946667035420738,13.416666348775228,,,
