Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R,OBV,Volume_MA_20,Volume_MA_50,VWAP,ROC_5,ROC_10,ROC_20,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Momentum,Volatility,Price_Change,Price_Change_5d,High_52w,Low_52w,High_20d,Low_20d,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200,SMA_10_Slope,SMA_20_Slope,SMA_50_Slope,Pivot,R1,S1,R2,S2,Fib_382,Fib_500,Fib_618
2025-08-08 00:00:00-04:00,76.94000244140625,79.36000061035156,71.63999938964844,74.31999969482422,24410900,0.0,0.0,,74.31999969482422,,74.31999969482422,,74.31999969482422,,74.31999969482422,,74.31999969482422,,74.31999969482422,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,75.1066665649414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-08-11 00:00:00-04:00,74.93000030517578,82.5,72.54000091552734,72.69000244140625,23837600,0.0,0.0,,73.77666727701823,,74.02363655783913,,74.16476186116536,,74.25607823390587,,74.2877225214892,,74.30378081668076,,-0.13002827092793723,-0.026005654185587448,-0.10402261674234978,,,,,,,,,,,,,,-23837600.0,,,75.50356113711048,,,,,,,,,,,-2.1932148279213304,,,,,,,,,,,,,75.1066665649414,78.57333374023438,70.85333251953125,82.82666778564453,67.38666534423828,,,
2025-08-12 00:00:00-04:00,74.37000274658203,75.69999694824219,72.13999938964844,74.94999694824219,12333300,0.0,0.0,,74.16777716742622,,74.19206571973058,,74.23954615517268,,74.2832907325073,,74.30083686657342,,74.31021082794007,,-0.0501360066261185,-0.03083172467369366,-0.01930428195242484,,,,,,,,,,,,,,-11504300.0,,,75.2510739351174,,,,,,,,,,,3.109085748975815,,,,,,,,,,,,,75.91000111897786,79.28000132242838,69.32000223795572,85.87000020345052,65.9500020345052,,,
2025-08-13 00:00:00-04:00,75.54000091552734,77.55999755859375,72.83999633789062,75.4000015258789,12256400,0.0,0.0,,74.57851862024378,,74.41169041175755,,74.35006571428755,,74.32708331263953,,74.32260250339134,,74.32105451647678,,0.04892679930929944,-0.01488001987709504,0.06380681918639448,,,,,,,,,,,,,,752100.0,,,75.25369744933354,,,,,,,,,,,0.6004063988788166,,,,,,,,,,,,,74.26333109537761,76.38666280110678,72.82666524251303,77.82332865397136,70.70333353678386,,,
2025-08-14 00:00:00-04:00,74.63999938964844,78.15899658203125,74.3499984741211,76.58000183105469,11179600,0.0,0.0,74.78800048828126,75.2456796905141,,74.80592885162974,,74.56244058255109,,74.41543305845974,,74.36730348017674,,74.34353160418404,,0.22011361691592413,0.0321187074815088,0.18799490943441532,,,,,,,,,,,,,,11931700.0,,,75.40130363749253,,,,,,,,,,,1.5649871104721047,,,,,,,,,,,,,75.26666514078777,77.6933339436849,72.97333272298178,79.98666636149089,70.54666392008464,,,
2025-08-15 00:00:00-04:00,76.8499984741211,77.69999694824219,73.5,75.02999877929688,8547000,0.0,0.0,74.93000030517578,75.17378605344169,,74.84666883847831,,74.60696993462213,,74.43953367496317,,74.38042615936725,,74.3503621233394,,0.22807895858240101,0.07131075770168724,0.15676820088071378,,,,,,,,,,,,,,3384700.0,,,75.40210648736753,0.9553270820614681,,,,,,,,,,-2.024031097801904,0.9553270820614681,,,,,,,,,,,,76.36299896240234,78.3759994506836,74.56700134277344,80.1719970703125,72.55400085449219,,,
2025-08-18 00:00:00-04:00,73.93499755859375,74.16699981689453,69.01000213623047,72.20999908447266,12362200,0.0,0.0,74.83399963378906,74.18585706378535,,74.36727433775,,74.37868699651266,,74.35210094592433,,74.33744740540894,,74.32906497867407,,0.006763179861252411,0.058401242133600276,-0.051638062272347865,,,,,,,,,,,,,,-8977500.0,,,74.97720607016505,-0.6603430194138644,,,,,,,,,,-3.758496255770094,-0.6603430194138644,,,,,,,,,,,,75.40999857584636,77.31999715169272,73.12000020345053,79.60999552408855,71.21000162760417,,,
2025-08-19 00:00:00-04:00,70.76000213623047,71.68000030517578,66.87999725341797,69.29000091552734,11975300,0.0,0.0,73.70200042724609,72.55390501436602,,73.4441337155277,,73.894050226895,,74.1535872192421,,74.23749796996574,,74.27892503774723,,-0.3996437734100482,-0.033207760975129424,-0.36643601243491875,,,,,,,,,,,,,,-20952800.0,,,74.39393405347818,-7.551696148331316,,,,,,,,,,-4.0437587674380655,-7.551696148331316,,,,,,,,,,,,71.79566701253255,74.58133188883463,69.42433420817056,76.95266469319661,66.63866933186848,,,
2025-08-20 00:00:00-04:00,67.3550033569336,69.13999938964844,66.08000183105469,68.16999816894531,8741100,0.0,0.0,72.25599975585938,71.09260273255913,,72.48519997978543,,73.34890241185218,,73.91893666825007,,74.11734945905445,,74.21813969576911,,-0.8028443829834657,-0.1871350853767967,-0.615709297606669,,,,,,,,,,,,,,-29693900.0,,,73.93495749177067,-9.588863674561201,,,,74.29000091552734,,,,,,-1.616398804709851,-9.588863674561201,,,,,,,,,,,,69.28333282470703,71.6866683959961,66.88666534423828,74.08333587646484,64.48332977294922,,,
2025-08-21 00:00:00-04:00,68.20999908447266,69.5,64.81999969482422,68.27999877929688,11981300,0.0,0.0,70.59599914550782,70.15506808147171,72.69199981689454,71.72061794333297,,72.86614968494214,,73.69780184907545,,74.001758356485,,74.15905371650074,,-1.1008180952652538,-0.36987168735448817,-0.7309464079107656,,,,,,,,,,,,,,-17712600.0,,,73.377646299641,-10.838342717813829,,,,73.65999984741211,,,,,,0.161362202297477,-10.838342717813829,,,,,-6.069445122862416,,,,,,,67.79666646321614,69.5133310953776,66.45333353678384,70.85666402180989,64.73666890462239,,,
