Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,Price_Change,Price_Change_5d,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R,OBV,Volume_MA_20,Volume_MA_50,VWAP,MFI,ROC_5,ROC_10,ROC_20,Tenkan,Kijun,Senkou_A,Senkou_B,Momentum,Volatility,High_52w,Low_52w,High_20d,Low_20d,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200
2024-11-20 00:00:00-05:00,427.11836940196577,428.45820973582255,424.5274101260442,427.847412109375,3956000,0.0,0.0,0.0,,427.847412109375,,427.847412109375,,427.847412109375,,427.847412109375,,427.847412109375,,427.847412109375,,,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,426.9443439904139,,,,,,,,,,,,,,,,,,
2024-11-21 00:00:00-05:00,429.3941584334932,434.00475515744085,427.1972589270389,432.4580383300781,7558000,0.0,0.0,0.0,,429.38428751627606,,428.68570778586644,,428.28651936848956,,428.02822098077513,,427.9387116384978,,427.893288987193,1.0776333080926737,,,0.36779924267716524,0.07355984853543306,0.29423939414173217,,,,,,,,,,,,,,7558000.0,,,429.75097419453016,,,,,,,,,,,,,,,,,,
2024-11-22 00:00:00-05:00,433.06876843570296,436.9897367711262,432.80278465396066,436.5858154296875,5492800,0.0,0.0,0.0,,431.7847968207466,,430.12209099383387,,429.0769285171751,,428.3638129199482,,428.1099414165412,,427.9797817876158,0.9544919353444481,,,0.9810509622058703,0.2550580712695205,0.7259928909363498,,,,,,,,,,,,,,13050800.0,,,431.5946774094943,,,,,,,,,,,,,,,,,,
2024-11-25 00:00:00-05:00,439.98461326546027,441.74806738250015,438.79257179778466,440.9205322265625,2976100,0.0,0.0,0.0,,434.8300419560186,,432.08544394523904,,430.204890775212,,428.85623328491346,,428.3636164820862,,428.10854547357553,0.9928670707289866,,,1.7961281397957691,0.5632720849747703,1.2328560548209988,,,,,,,,,,,,,,16026900.0,,,432.9190403049154,,,,,,,,,,,,,,,,,,
2024-11-26 00:00:00-05:00,439.93538721062225,442.66428410233056,438.06357926741754,442.2209777832031,4126500,0.0,0.0,0.0,436.0065551757813,437.2936872317468,,433.9282682794143,,431.3492800140683,,429.38034091229736,,428.6380196761677,,428.24896768561166,0.2949387614302301,,,2.5179919200350582,0.9542160519868279,1.5637758680482303,,,,,,,,,,,,,,20153400.0,,,434.2992368750354,,,,,,,,,,,,,,,,,,
2024-11-27 00:00:00-05:00,442.5165102075495,443.95487308813426,440.7333635488086,441.0978698730469,2985900,0.0,0.0,0.0,438.6566467285156,438.56174811218017,,435.23183220552926,,432.27771714349484,,429.8398518519346,,428.8847493830366,,428.37681745862096,-0.25396984009810053,3.0970054717275057,,2.9652669924034285,1.3564262400701481,1.6088407523332804,,,,,,,,,,,,,,17167500.0,,,435.14000337048753,,3.0970054717275057,,,,,,,,,,,,,,,,
2024-11-29 00:00:00-05:00,441.6495402859496,444.58534335977595,441.5904327800546,443.4129943847656,3474100,0.0,0.0,0.0,440.84763793945314,440.178830203042,,436.71931623811764,,433.33821973790157,,430.37213195126134,,429.1724374028728,,428.52643115937866,0.5248550650188033,2.533183588629705,,3.466586260949896,1.7784582442460977,1.6881280167037982,,,,,,,,,,,,,,20641600.0,,,436.0555669793171,,2.533183588629705,,,,,,,,,,,,,,,,
2024-12-02 00:00:00-05:00,443.9253231555565,444.30955205520667,441.2850873566926,442.08306884765625,2661200,0.0,0.0,0.0,441.94708862304685,440.81357641791345,,437.69454398530644,,434.17106251025916,,430.83138437857093,,429.4280934710863,,428.661323076675,-0.29992931058654415,1.259146134319173,,3.7137615850735983,2.165518912411598,1.5482426726620004,,,,,,,,,,,,,,17980400.0,,,436.5763991107888,,1.259146134319173,,,,,,,,,,,,,,,,
2024-12-03 00:00:00-05:00,442.486984845178,442.9303212524777,439.98465658558433,441.2456970214844,1697400,0.0,0.0,0.0,442.0121215820312,440.95761661910376,,438.3402081737024,,434.84483722561396,,431.2397887959401,,429.6621054225793,,428.78654072786713,-0.1894150410135742,0.07374680269023907,,3.7982965043354397,2.4920744307963663,1.3062220735390735,,,,,,,,,,,,,,16283000.0,,,436.81017516395184,,0.07374680269023907,,,434.55637674291006,,,,,,,,,,,,,
2024-12-04 00:00:00-05:00,443.17660071444226,444.8513636269391,442.12246666475255,444.25042724609375,3694400,0.0,0.0,0.0,442.4180114746094,442.0552201614338,439.2122833251953,439.41479345959175,,435.7406077037549,,431.75000991163245,,429.9509830824509,,428.94041024546146,0.6809653317623399,0.4589220242476949,,4.060935715357459,2.805846687708585,1.2550890276488742,,,,,,,,,,,,,,19977400.0,,,437.47317870309394,,0.4589220242476949,,,436.024311276989,,,,,,,,,,1.1470862979413028,,,
