Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_3,EMA_3,SMA_5,EMA_5,SMA_8,EMA_8,SMA_10,EMA_10,SMA_13,EMA_13,SMA_20,EMA_20,SMA_21,EMA_21,SMA_30,EMA_30,SMA_50,EMA_50,SMA_100,EMA_100,SMA_150,EMA_150,SMA_200,EMA_200,RSI_9,RSI_14,RSI_21,RSI,MACD,MACD_Signal,MACD_Hist,MACD_Fast,MACD_Fast_Signal,BB_10_Middle,BB_10_Upper,BB_10_Lower,BB_10_Width,BB_10_Position,BB_20_Middle,BB_20_Upper,BB_20_Lower,BB_20_Width,BB_20_Position,BB_30_Middle,BB_30_Upper,BB_30_Lower,BB_30_Width,BB_30_Position,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,KC_Middle,ATR_20,KC_Upper,KC_Lower,DC_Upper,DC_Lower,DC_Middle,Stoch_5_K,Stoch_5_D,Stoch_14_K,Stoch_14_D,Stoch_21_K,Stoch_21_D,Stoch_K,Stoch_D,ATR_7,ATR_14,ATR_21,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R_14,Williams_R_21,Williams_R,OBV,Volume_MA_10,Volume_MA_20,Volume_MA_50,Force_Index,Force_Index_13,EMV,EMV_14,VWAP,ROC_5,ROC_10,ROC_20,ROC_30,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Chikou,SAR,Momentum,Momentum_20,Volatility,Volatility_10,HV_Ratio,Price_Change,Price_Change_3d,Price_Change_5d,Price_Change_10d,High_5d,Low_5d,High_10d,Low_10d,High_20d,Low_20d,High_50d,Low_50d,High_100d,Low_100d,High_252d,Low_252d,High_52w,Low_52w,Dist_SMA_10,Dist_EMA_10,Dist_SMA_20,Dist_EMA_20,Dist_SMA_50,Dist_EMA_50,Dist_SMA_100,Dist_EMA_100,Dist_SMA_200,Dist_EMA_200,SMA_10_Slope,SMA_10_Slope_Pct,SMA_20_Slope,SMA_20_Slope_Pct,SMA_50_Slope,SMA_50_Slope_Pct,SMA_200_Slope,SMA_200_Slope_Pct,Pivot,R1,S1,R2,S2,R3,S3,Fib_20_236,Fib_20_382,Fib_20_500,Fib_20_618,Fib_20_786,Fib_50_236,Fib_50_382,Fib_50_500,Fib_50_618,Fib_50_786,Fib_100_236,Fib_100_382,Fib_100_500,Fib_100_618,Fib_100_786,Aroon_Up,Aroon_Down,Aroon_Osc,Ultimate_Osc,CMF,AD_Line,AD_EMA_3,AD_EMA_10,Chaikin_Osc,LR_20,LR_50,Price_Volume_Corr,StdDev_20_Upper,StdDev_20_Lower,StdDev_50_Upper,StdDev_50_Lower
2024-11-19 00:00:00-05:00,577.6867123686337,583.9406354505976,577.0148875006735,583.2095336914062,49412000,0.0,0.0,0.0,,583.2095336914062,,583.2095336914062,,583.2095336914062,,583.2095336914062,,583.2095336914062,,583.2095336914062,,583.2095336914062,,583.2095336914062,,583.2095336914062,,583.2095336914062,,583.2095336914062,,583.2095336914062,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,583.2095336914062,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,581.3883522142258,,,,,,,,,,589.841552734375,583.2095336914062,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38979855.95249432,38979855.95249432,38979855.95249432,0.0,,,,,,,
2024-11-20 00:00:00-05:00,583.2886727631445,583.69372152727,577.6077387195638,583.4072265625,50032600,0.0,0.0,0.0,,583.3083801269531,,583.2754313151042,,583.2534654405382,,583.2454778497869,,583.237775530134,,583.2283615838913,,583.2275057705966,,583.2222880701866,,583.2172863530178,,583.2134484017249,,583.2121521400301,,583.211500784651,,,,,0.015770371483313284,0.003154074296662657,0.012616297186650628,0.05491468641503161,0.018304895471677202,,,,,,,,,,,,,,,,,,,,,583.2283615838913,,,,,,,,,,,,,,,,,,,,,,,,,,50032600.0,,,,9891088.342285156,9891088.342285156,2.1039966275374065e-08,,581.4795226772316,,,,,,,,,,583.1105346679688,583.2095336914062,,,,,,0.03389740044927869,,,,,,,,,,,,,,,,,,,0.02773252753016248,,0.030668086531819003,,0.03256765770265911,,0.03322594177245468,,0.03355999968891069,,,,,,,,,581.3883522142258,585.7618169277782,578.8360689778541,588.31410016415,574.4626042643017,592.6875648777024,571.91032102793,,,,,,,,,,,,,,,,,,,,,84301930.65945512,61640893.30597472,47220233.17194174,14420660.13403298,,,,,,,
2024-11-21 00:00:00-05:00,586.2724076420711,587.9717189391857,580.3938639302464,586.5391235351562,46750300,0.0,0.0,0.0,584.3852945963541,584.9237518310547,,584.3633287217883,,583.9836116837866,,583.844322519854,,583.7093966737086,,583.5436722459166,,583.5285619310112,,583.4362774550233,,583.3475544778075,,583.2793033548621,,583.2562179863231,,583.2446114587854,,,,,0.2777842914443909,0.0580801177262083,0.21970417371818257,0.9584450427398679,0.33168494456107406,,,,,,,,,,,,,,,,,,,,,583.5436722459166,,,,,,,,,,,,,,,,,,,,,,,,,,96782900.0,,,,146417123.04077148,29394807.584926058,5.725192886400648e-07,,582.5951455176414,,,,,,,,,,580.9891357421875,577.6077387195638,,,,,,0.536828621597607,,,,,,,,,,,,,,,,,,,0.4615615689592655,,0.5133208415594517,,0.5471127859969683,,0.558878081485926,,0.5648594108963658,,,,,,,,,581.569562269778,585.5313858199921,579.445403012286,587.6555450774841,575.4835794620718,591.6173686276983,573.3594202045798,,,,,,,,,,,,,,,,,,,,,113375918.60598019,87508405.95597745,59248539.61449419,28259866.341483265,,,,,,,
2024-11-22 00:00:00-05:00,586.5291798676253,588.9893216912529,586.0253564262839,588.3569946289062,38226400,0.0,0.0,0.0,586.1011149088541,586.6403732299805,,585.6945506908277,,584.95547456048,,584.6648083578635,,584.3733392387369,,584.0020839014394,,583.9675103580925,,583.7537430791448,,583.544003111184,,583.3798516969224,,583.323777941854,,583.2954809430652,,,,,0.6249155776224598,0.1714472097054586,0.4534683679170012,2.014549736787103,0.8926398753030836,,,,,,,,,,,,,,,,,,,,,584.0020839014394,,,,,,,,,,,,,,,,,,,,,,,,,,135009300.0,,,,69490667.578125,35122787.583954476,2.577758742498937e-07,,583.6720379359393,,,,,,,,,,579.5617065429688,577.8150183239562,,,,,,0.309931771097105,0.8826091893456043,,,,,,,,,,,,,,,,,,0.6315047901399924,,0.7457012307856467,,0.8247863900685518,,0.8531564670096929,,0.8677443681987186,,,,,,,,,584.9682354681962,589.542607006146,581.9647519972067,592.5460904771355,577.3903804592569,597.1204620150853,574.3868969882674,,,,,,,,,,,,,,,,,,,,,135292014.63462645,111400210.29530194,73074625.98179096,38325584.313510984,,,,,,,
2024-11-25 00:00:00-05:00,592.3188706226857,593.6427414118231,588.0507531687203,590.352783203125,42441400,0.0,0.0,0.0,588.4163004557291,588.4965782165527,586.3731323242188,587.2472948615934,,586.1548764810677,,585.6989856024564,,585.2275455193638,,584.6069124063619,,584.5479897076408,,584.1794876032726,,583.8110140951817,,583.5179295485303,,583.4168773492881,,583.3657028561006,,,,,1.0489711943364455,0.346952006631656,0.7020191877047894,3.1965837826037387,1.6606211777366353,,,,,,,,,,,,,,,,,,,,,584.6069124063619,,,,,,,80.21417420264905,,,,,,,,,,,,,,,,,,,177450700.0,,,,84704061.19384766,42205826.67108207,4.3999329827684315e-07,,584.9834766774699,,,,,,,,,,586.8081665039062,578.2619904586481,,,,,,0.3392138773632647,1.1905160451215164,,,593.6427414118231,577.0148875006735,,,,,,,,,,,,,,0.7945715657816287,,0.9828605640518278,,1.1205285529054394,,1.171318533413843,,1.1977187402029894,,,,,,,,,587.7905575821477,589.5557587380115,586.5917934730425,590.7545228471167,584.8265923171787,592.5197240029805,583.6278282080734,,,,,,,,,,,,,,,,,,,,,127793956.16353206,119597083.229417,83023595.10574389,36573488.12367311,,,,,,,
2024-11-26 00:00:00-05:00,591.6074878710035,594.107127662382,590.8862755795608,593.435302734375,45621300,0.0,0.0,0.0,590.7150268554688,590.9659404754639,588.4182861328125,589.3099641525207,,587.7727489818027,,587.1055887173507,,586.4000822643654,,585.4477114852202,,585.3559272555257,,584.7766369665695,,584.1884371790717,,583.7143131759728,,583.5495717252496,,583.4658978797651,,,,,1.6151534071399283,0.6005922867333104,1.0145611204066178,4.737886870454076,2.686376408642449,,,,,,,,,,,,,,,,,,,,,585.4477114852202,,,,,,,95.92818297492492,,,,,,,,,,,,,,,,,,,223072000.0,,,,140628548.29101562,56266215.473929726,1.1648635270354493e-07,,586.293779264435,1.7533610910379103,,,,,,,,,590.1885986328125,579.1848355158386,,,,,,0.5221487251275247,1.1757407004079248,1.7533610910379103,,594.107127662382,577.6077387195638,,,,,,,,,,,,,,1.0781219151486647,,1.3643560462284638,,1.5828566549441765,,1.6653676874069656,,1.7086525349360404,,,,,,,,,590.6820925945561,593.3134320203919,587.7214437772892,596.2740808376589,585.0901043514534,598.9054202634946,582.1294555341865,,,,,,,,,,,,,,,,,,,,,154383319.39651346,136990201.3129652,95998090.43133835,40992110.88162686,,,,,,,
2024-11-27 00:00:00-05:00,593.2475108077009,593.6327804375584,590.1057150673347,591.6370849609375,34000200,0.0,0.0,0.0,591.8083902994791,591.3015127182007,590.0642578125,590.0856710886596,,588.6314903104993,,587.9294971252755,,587.148225506733,,586.0371756257647,,585.9269415923812,,585.2192465145934,,584.4805410136547,,583.8711997459721,,583.6566911058547,,583.5472032238564,,,,,1.8968895816018403,0.8598517457070165,1.0370378358948238,5.121093379989134,3.4979487324246774,,,,,,,,,,,,,,,,,,,,,586.0371756257647,,,,,,,81.98792971758985,86.0434289650546,,,,,,,5.203849872017437,,,,,,,,,,,189071800.0,,,,-61139763.94042969,39493932.70044982,-6.508993509117421e-08,,586.9037156001574,1.4106541749454728,,,,,,,,,583.51708984375,580.3786188875621,,,,,,-0.30301833496454433,0.5575000147827083,1.4106541749454728,,594.107127662382,580.3938639302464,,,,,,,,,,,,,,0.6306177617878587,,0.9555553074245304,,1.2244280938542986,,1.330068209965502,,1.3863285938802992,,,,,,,,,592.8095686587726,594.7328617379844,591.5120096551632,596.0304207415938,589.5887165759514,597.9537138208057,588.291157572342,,,,,,,,,,,,,,,,,,,,,149907314.26743072,143448757.79019797,105799767.49244605,37648990.29775192,,,,,,,
2024-11-29 00:00:00-05:00,592.4571378216023,596.1028176783489,592.1805324077891,595.3124389648438,30177400,0.0,0.0,0.0,593.4616088867188,593.3069758415222,591.8189208984375,591.8279270473877,589.0313110351562,590.1161455670203,,589.2718501870152,,588.3145417150346,,586.9205340390104,,586.7801686262414,,585.8704202210612,,584.905321325466,,584.097758938425,,583.811071872199,,583.6642702461548,,,,,2.389196709123212,1.1657207383902557,1.223475970732956,6.28846815781867,4.428121874222675,,,,,,,,,,,,,,,,,,,,,586.9205340390104,,,,,,,92.15696598840157,90.02435956030546,,,,,,,4.852419124515612,,,,,,,,,,,219249200.0,,,,110912627.91748047,49696603.44573991,2.953570582762732e-07,,587.5874872797416,1.4957766801316605,,,,,,,,,584.3695068359375,581.4768995895477,,,,,,0.621217651383188,0.8401172828912136,1.4957766801316605,,596.1028176783489,586.0253564262839,,,,,,,,,,,,,,1.025093728117423,,1.4298196159679104,,1.779282434256867,,1.9200005229948067,,1.9956967236963816,,,,,,,,,591.7918601552768,593.478005243219,589.9509398729953,595.3189255255005,588.2647947850531,597.0050706134426,586.4238745027716,,,,,,,,,,,,,,,,,,,,,167922633.7742263,155685695.78221214,117094834.08913337,38590861.69307877,,,,,,,
2024-12-02 00:00:00-05:00,595.7273494392206,597.0611699891763,595.2333552285763,596.3794555664062,31746000,0.0,0.0,0.0,594.4429931640625,594.8432157039642,593.4234130859375,593.3451032203939,590.6775512695312,591.5079922335506,,590.5641420741772,,589.4666722652306,,587.8213837082861,,587.6528310753473,,586.5484225014061,,585.3552873741304,,584.3409608518504,,583.9775405304005,,583.7907895030728,89.27484528576629,,,,2.8327982421021716,1.499136239132639,1.3336620029695325,7.203422293222843,5.353222013889398,,,,,,,,,,,,,,,,,,,,,587.8213837082861,,,,,,,92.43415220012504,88.85968263537215,,,,,,,4.244109403500439,,,,,,,,,,,250995200.0,,,,33873509.033203125,47436161.386806086,1.1547415600259444e-07,,588.3317599100437,1.3635362561738555,,,,,587.0380287449249,,,,575.4476318359375,582.9394913984278,,,,,,0.17923640289088105,0.496120270982441,1.3635362561738555,,597.0611699891763,588.0507531687203,,,,,,,,,,,,,,0.9847048064592153,,1.4558966542066403,,1.8833293949952388,,2.06018326988514,,2.156365994408548,,,,,,,,,594.5319296836606,596.883326959532,592.9610416889723,598.4542149542203,590.6096444131008,600.8056122300918,589.0387564184125,,,,,,,,,,,,,,,,,,,,,175988218.74337953,165836957.26279584,127802722.2080872,38034235.05470863,,,,,,,
2024-12-03 00:00:00-05:00,596.1424758809485,596.9031861231529,595.1050998764584,596.6561889648438,26906600,0.0,0.0,0.0,596.1160278320312,595.749702334404,594.6840942382812,594.4487984685438,592.3336715698242,592.6520359516157,590.52861328125,591.6717869633893,,590.4937460794611,,588.6627937327202,,588.4713181562106,,587.2005364667892,,585.7984599855309,,584.584826755078,,584.1454696487375,,583.9188034280655,89.44899260118754,,,,3.170142298390033,1.8333374509841178,1.336804847405915,7.722978205946561,6.143140744575119,590.52861328125,600.6234530516751,580.433773510825,20.189679540850193,0.803500393416134,,,,,,,,,,,,,,,,588.6627937327202,,,,,,,94.17750486656446,92.92287435169702,,,,,,,3.41842815175117,,,,,,,,,,,277901800.0,39531420.0,,,7445954.8583984375,41723274.73989071,-9.56424820312191e-09,,588.8687653000953,1.067735418730111,,,,,587.3344543543701,,,,576.3399047851562,584.6340928293176,,,,,,0.04640223533096677,0.8483416830163095,1.067735418730111,,597.0611699891763,590.1057150673347,597.0611699891763,577.0148875006735,,,,,,,,,,,1.0376424691000257,0.8424268507098616,,1.3578903435424112,,1.853492236831929,,2.0649462075113476,,2.1813624534780667,,,,,,,,,596.2246602613862,597.2159652941962,595.3881505335962,598.0524750219862,594.3968455007863,599.0437800547961,593.5603357729963,,,,,,,,,,,,,,,,,,,,,195502677.51324928,180669817.38802254,140111804.99084395,40558012.39717859,,,,,,,
