marketCap,enterpriseValue,trailingPE,forwardPE,priceToBook,priceToSalesTrailing12Months,enterpriseToRevenue,beta,52WeekChange,dividendYield,payoutRatio,trailingEps,forwardEps,bookValue,returnOnAssets,returnOnEquity,revenueGrowth,earningsGrowth,currentRatio,debtToEquity,freeCashflow,operatingCashflow,current_price,sma_20,sma_50,rsi,volume_avg_20d,volatility_20d,next_earnings_date
3473692426240,3520016154624,35.465153,28.167269,52.825546,8.50093,8.614,1.109,0.08205438,0.44,0.1533,6.6,8.31,4.431,0.24545999,1.49814,0.096,0.121,0.868,154.486,94873747456,108564996096,234.07000732421875,231.7074996948242,221.0011199951172,58.05465038594961,48012685.0,0.23705402656227453,2025-02-27
