Option_Type,Actual_Delta,Predicted_Delta,Absolute_Error,Squared_Error
put,-0.5107,4.433092544786632e-05,0.5107443309254479,0.26085977157248347
put,-0.00065,1.7482945817689045e-35,0.00065,4.225e-07
put,-0.37775,2.6454376893525477e-06,0.3777526454376893,0.14269706113517264
put,-0.00067,8.573288394532995e-37,0.00067,4.4890000000000006e-07
put,-0.00119,1.9729708405842437e-34,0.00119,1.4161000000000003e-06
put,-0.34332,1.808953840054528e-07,0.343320180895384,0.11786874661003921
put,-0.00298,4.9693450448142803e-20,0.00298,8.8804e-06
put,-0.158,1.1092109453159082e-08,0.15800001109210945,0.024964003505106712
put,-0.6169,1.0713998221945076e-07,0.6169001071399822,0.38056574218932154
put,-0.10569,4.536606184046832e-07,0.10569045366061841,0.011170471994987328
put,-0.45697,1.067385255737463e-06,0.4569710673852557,0.20882255642721992
put,-0.32573,1.2053901627950836e-06,0.3257312053901628,0.10610081816492843
put,-0.00086,8.47260878924666e-27,0.00086,7.396e-07
put,-0.02553,1.5975620044628158e-05,0.02554597562004463,0.0006525968703799146
