Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,SMA_10,SMA_20,EMA_12,EMA_26,MACD,MACD_Signal,MACD_Hist,RSI,BB_Mid,BB_Upper,BB_Lower,BB_Width,BB_Position,Volume_SMA,Volume_Ratio,Returns,Volatility,Price_Change_5d,Price_Change_10d,High_20d,Low_20d,Price_Position
2023-09-18 00:00:00-04:00,174.76816076178545,177.64004017321716,174.46117014263496,176.24371337890625,67257600,0.0,0.0,0.0,0.0,0.0,176.24371337890625,176.24371337890625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-19 00:00:00-04:00,175.79808534740948,177.88761925037375,175.41186889666162,177.3330535888672,51826900,0.0,0.0,0.0,0.0,0.0,176.83377265930176,176.80933233407828,0.024440325223480386,0.013577958457489103,0.010862366765991283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00618087413772872,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-20 00:00:00-04:00,177.52120149038592,177.95693597912128,173.69864226300012,173.78778076171875,58436200,0.0,0.0,0.0,0.0,0.0,175.6449213182128,175.72371819102747,-0.07879687281467795,-0.024280578949136735,-0.054516293865541215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.01999217154049504,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-21 00:00:00-04:00,172.856870429388,174.5898954535224,172.17356100214752,172.2428741455078,63149100,0.0,0.0,0.0,0.0,0.0,174.5710279793575,174.75062630732162,-0.1795983279641291,-0.07689499257210163,-0.10270333539202749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00888961588346171,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-22 00:00:00-04:00,172.97572753179696,175.36235454947433,172.36174626663464,173.0945587158203,56725400,0.0,0.0,174.54039611816407,0.0,0.0,174.16987655732115,174.3665774022379,-0.1967008449167622,-0.11253452504017057,-0.08416631987659164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004944672309595832,0.0,0.0,0.0,0.0,0.0,0.0
2023-09-25 00:00:00-04:00,172.51027081019092,175.2534062611611,172.46075278406465,174.37203979492188,46172700,0.0,0.0,174.1660614013672,0.0,0.0,174.2190128598265,174.36767147592602,-0.14865861609951025,-0.12232616217786131,-0.026332453921648943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007380249781270498,0.0,-0.01061980338532964,0.0,0.0,0.0,0.0
2023-09-26 00:00:00-04:00,173.12428177613603,173.50058556280408,169.99492963397503,170.29202270507812,64588900,0.0,0.0,172.7578552246094,0.0,0.0,173.34271874628453,173.6428384696339,-0.3001197233493542,-0.16732096940975869,-0.13279875393959553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02339834468096058,0.0,-0.03970512400983717,0.0,0.0,0.0,0.0
2023-09-27 00:00:00-04:00,170.94559986493434,171.3615240971404,167.41023633579258,168.77684020996094,66921800,0.0,0.0,171.75566711425782,0.0,0.0,172.38989027012428,172.85880557871056,-0.4689153085862756,-0.23979976059668098,-0.22911554798959463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00889755416048621,0.0,-0.028833675933915837,0.0,0.0,0.0,0.0
2023-09-28 00:00:00-04:00,167.69739077408406,170.36130007109168,165.9940736424088,169.0343017578125,56294400,0.0,0.0,171.11395263671875,0.0,0.0,171.726035427014,172.2919301533619,-0.5658947263478922,-0.31512931545067807,-0.2507654108972141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015254554329331427,0.0,-0.01862818652796494,0.0,0.0,0.0,0.0
2023-09-29 00:00:00-04:00,170.3514112168,171.39122924497295,168.68769934956754,169.5492706298828,51861100,0.0,0.0,170.40489501953124,172.47264556884767,0.0,171.31353934394508,171.9134698325709,-0.5999304886258301,-0.3789413109273261,-0.220989177698504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030465347371217977,0.0,-0.020481799729811345,0.0,0.0,0.0,0.0
