strike,expiration,historical_delta,current_delta,delta_change,delta_change_pct,historical_volume,current_volume,historical_oi,current_oi,days_to_expiry
195.0,2025-12-19,-0.1221,-0.12214,-3.999999999999837e-05,-0.03276003276003143,301,301,20404,20404,121
185.0,2026-04-17,-0.1213,-0.12127,3.0000000000002247e-05,0.02473206924979575,10,10,0,0,240
170.0,2027-01-15,-0.12,-0.11998,1.9999999999992246e-05,0.016666666666660206,1000,1000,8457,8457,513
175.0,2026-08-21,-0.1191,-0.1191,0.0,0.0,8,8,18,18,366
180.0,2026-05-15,-0.119,-0.11897,2.999999999998837e-05,0.02521008403360367,4,4,573,573,268
210.0,2025-09-19,-0.1189,-0.11889,1.0000000000010001e-05,0.008410428931883936,1634,1634,16209,16209,30
170.0,2026-12-18,-0.1172,-0.11725,-4.999999999999449e-05,-0.04266211604095093,13,13,2107,2107,485
205.0,2025-10-17,-0.1165,-0.11653,-2.999999999998837e-05,-0.025751072961363405,336,336,11775,11775,58
185.0,2026-02-20,-0.1143,-0.1143,0.0,0.0,217,217,2059,2059,184
195.0,2025-11-21,-0.1131,-0.11308,2.0000000000006124e-05,0.01768346595933344,724,724,4535,4535,93
185.0,2026-03-20,-0.1125,-0.11251,-9.999999999996123e-06,-0.008888888888885444,60,60,2825,2825,212
180.0,2026-04-17,-0.1115,-0.11147,3.0000000000002247e-05,0.02690582959641457,2,2,4,4,240
160.0,2027-12-17,-0.1114,-0.11143,-3.0000000000002247e-05,-0.026929982046680654,3,3,1136,1136,849
190.0,2026-01-16,-0.1105,-0.1105,0.0,0.0,271,271,18700,18700,149
217.5,2025-08-29,-0.1101,-0.11011,-9.999999999996123e-06,-0.00908265213441973,1475,1475,1374,1374,9
175.0,2026-06-18,-0.1073,-0.10729,1.0000000000010001e-05,0.009319664492087605,51,51,5974,5974,302
190.0,2025-12-19,-0.1064,-0.10641,-1.0000000000010001e-05,-0.009398496240610904,206,206,14030,14030,121
180.0,2026-03-20,-0.1027,-0.10267,3.0000000000002247e-05,0.029211295034082034,19,19,7249,7249,212
160.0,2027-06-17,-0.1026,-0.10265,-5.000000000000837e-05,-0.04873294346979374,9,9,1156,1156,666
165.0,2026-12-18,-0.1018,-0.10177,3.0000000000002247e-05,0.029469548133597492,2,2,1123,1123,485
170.0,2026-08-21,-0.1017,-0.10171,-9.999999999996123e-06,-0.009832841691244959,42,42,60,60,366
155.0,2027-12-17,-0.0993,-0.09931,-9.999999999996123e-06,-0.01007049345417535,1,1,296,296,849
185.0,2026-01-16,-0.0981,-0.09813,-2.999999999998837e-05,-0.030581039755339823,5883,5883,13716,13716,149
210.0,2025-09-12,-0.0944,-0.09441,-9.999999999996123e-06,-0.010593220338978944,940,940,1515,1515,23
207.5,2025-09-19,-0.0936,-0.09365,-4.999999999999449e-05,-0.05341880341879754,310,310,0,0,30
180.0,2026-02-20,-0.0923,-0.09228,1.9999999999992246e-05,0.021668472372689325,3,3,5596,5596,184
200.0,2025-10-17,-0.092,-0.09198,1.9999999999992246e-05,0.02173913043477418,2330,2330,25056,25056,58
175.0,2026-04-17,-0.0918,-0.09184,-3.999999999999837e-05,-0.04357298474945356,1,1,2,2,240
205.0,2025-09-26,-0.0904,-0.0904,0.0,0.0,203,203,290,290,37
212.5,2025-09-05,-0.0899,-0.08991,-1.0000000000010001e-05,-0.01112347052281424,24,24,0,0,16
155.0,2027-06-17,-0.0898,-0.08985,-4.999999999999449e-05,-0.05567928730511636,9,9,96,96,666
170.0,2026-06-18,-0.0897,-0.08968,2.0000000000006124e-05,0.022296544035681296,409,409,7089,7089,302
220.0,2025-08-22,-0.0894,-0.0894,0.0,0.0,6397,6397,10542,10542,2
215.0,2025-08-29,-0.086,-0.086,0.0,0.0,2411,2411,11903,11903,9
205.0,2025-09-19,-0.0849,-0.08489,1.0000000000010001e-05,0.011778563015323911,439,439,16856,16856,30
190.0,2025-11-21,-0.0848,-0.08483,-3.0000000000002247e-05,-0.03537735849056869,372,372,7674,7674,93
175.0,2026-03-20,-0.0831,-0.08314,-4.000000000001225e-05,-0.04813477737666937,35,35,9030,9030,212
185.0,2025-12-19,-0.0818,-0.08183,-3.0000000000002247e-05,-0.03667481662591962,28,28,7003,7003,121
160.0,2026-08-21,-0.081,-0.08105,-4.999999999999449e-05,-0.0617283950617216,16,16,1,1,366
155.0,2027-01-15,-0.0772,-0.07722,-1.9999999999992246e-05,-0.02590673575128529,1,1,312,312,513
145.0,2027-12-17,-0.077,-0.07703,-3.0000000000002247e-05,-0.038961038961041874,2,2,146,146,849
180.0,2026-01-16,-0.0766,-0.07656,3.999999999999837e-05,0.05221932114882294,7209,7209,48022,48022,149
170.0,2026-03-20,-0.0762,-0.07615,5.000000000000837e-05,0.06561679790027344,23,23,9303,9303,212
165.0,2026-05-15,-0.0761,-0.0761,0.0,0.0,1,1,271,271,268
210.0,2025-09-05,-0.076,-0.07603,-3.0000000000002247e-05,-0.039473684210529277,153,153,1253,1253,16
160.0,2026-09-18,-0.0758,-0.07577,3.0000000000002247e-05,0.039577836411612465,20,20,3229,3229,394
145.0,2027-06-17,-0.0754,-0.07537,2.999999999998837e-05,0.03978779840847264,1,1,151,151,666
165.0,2026-06-18,-0.0739,-0.07389,9.999999999996123e-06,0.013531799729358761,22,22,5632,5632,302
175.0,2026-02-20,-0.0731,-0.07309,9.999999999996123e-06,0.013679890560870211,57,57,1661,1661,184
195.0,2025-10-17,-0.0731,-0.07308,1.9999999999992246e-05,0.027359781121740423,76,76,8121,8121,58
185.0,2025-11-21,-0.0722,-0.07219,9.999999999996123e-06,0.013850415512460006,69,69,9906,9906,93
155.0,2026-09-18,-0.072,-0.07196,3.999999999999837e-05,0.0555555555555533,10,10,881,881,394
180.0,2025-12-19,-0.0716,-0.07157,3.0000000000002247e-05,0.041899441340785264,18,18,11693,11693,121
160.0,2026-06-18,-0.0693,-0.06927,3.0000000000002247e-05,0.04329004329004653,51,51,11069,11069,302
175.0,2026-01-16,-0.0683,-0.06827,3.0000000000002247e-05,0.0439238653001497,4096,4096,16726,16726,149
212.5,2025-08-29,-0.0679,-0.06788,2.0000000000006124e-05,0.029455081001481774,758,758,434,434,9
200.0,2025-09-26,-0.0665,-0.06646,3.999999999999837e-05,0.06015037593984717,72,72,1298,1298,37
170.0,2026-02-20,-0.0664,-0.06635,4.999999999999449e-05,0.07530120481926882,617,617,1699,1699,184
135.0,2027-12-17,-0.0653,-0.06534,-3.999999999999837e-05,-0.061255742725878054,2,2,193,193,849
205.0,2025-09-12,-0.0628,-0.0628,0.0,0.0,67,67,555,555,23
145.0,2027-01-15,-0.0628,-0.06277,2.999999999998837e-05,0.04777070063692416,3,3,4052,4052,513
165.0,2026-03-20,-0.0607,-0.0607,0.0,0.0,18,18,4334,4334,212
200.0,2025-09-19,-0.0607,-0.06068,1.9999999999999185e-05,0.032948929159800966,735,735,38056,38056,30
190.0,2025-10-17,-0.0584,-0.05839,1.0000000000003062e-05,0.017123287671238118,973,973,15283,15283,58
217.5,2025-08-22,-0.0582,-0.05821,-9.999999999996123e-06,-0.01718213058418578,4922,4922,3010,3010,2
130.0,2027-12-17,-0.0564,-0.05638,1.9999999999999185e-05,0.03546099290779997,3,3,202,202,849
155.0,2026-06-18,-0.0564,-0.05637,2.9999999999995308e-05,0.053191489361693815,11,11,3258,3258,302
135.0,2027-06-17,-0.0552,-0.05524,-3.999999999999837e-05,-0.07246376811593908,1,1,442,442,666
160.0,2026-04-17,-0.055,-0.05499,1.0000000000003062e-05,0.01818181818182375,1,1,9,9,240
207.5,2025-09-05,-0.0543,-0.05426,3.999999999999837e-05,0.07366482504603751,23,23,0,0,16
210.0,2025-08-29,-0.0541,-0.05411,-9.999999999996123e-06,-0.01848428835489117,761,761,5195,5195,9
175.0,2025-12-19,-0.0537,-0.05366,3.999999999999837e-05,0.07448789571694298,45,45,12123,12123,121
180.0,2025-11-21,-0.0525,-0.05246,3.999999999999837e-05,0.07619047619047309,412,412,14204,14204,93
170.0,2026-01-16,-0.0521,-0.05213,-3.0000000000002247e-05,-0.057581573896357485,146,146,25678,25678,149
165.0,2026-02-20,-0.0516,-0.0516,0.0,0.0,30,30,543,543,184
200.0,2025-09-12,-0.0505,-0.05053,-2.9999999999995308e-05,-0.05940594059405011,601,601,1959,1959,23
140.0,2026-12-18,-0.0498,-0.04976,3.999999999999837e-05,0.08032128514055897,1,1,1281,1281,485
155.0,2026-05-15,-0.0494,-0.04939,9.999999999996123e-06,0.020242914979749237,1,1,184,184,268
195.0,2025-09-26,-0.0491,-0.04908,1.9999999999999185e-05,0.04073319755600649,49,49,373,373,37
145.0,2026-09-18,-0.049,-0.04904,-3.999999999999837e-05,-0.08163265306122117,2,2,588,588,394
125.0,2027-12-17,-0.0481,-0.04813,-3.0000000000002247e-05,-0.06237006237006704,10,10,545,545,849
135.0,2026-12-18,-0.0477,-0.04773,-3.0000000000002247e-05,-0.06289308176101101,2,2,1521,1521,485
160.0,2026-03-20,-0.0475,-0.04746,3.999999999999837e-05,0.08421052631578604,40,40,5284,5284,212
170.0,2025-12-19,-0.0471,-0.04706,4.000000000000531e-05,0.08492569002124269,2436,2436,16749,16749,121
160.0,2026-02-20,-0.0469,-0.04694,-4.000000000000531e-05,-0.08528784648188766,7,7,2593,2593,184
205.0,2025-09-05,-0.0466,-0.04655,5.000000000000143e-05,0.10729613733905885,192,192,2367,2367,16
150.0,2026-05-15,-0.0461,-0.04609,1.0000000000003062e-05,0.021691973969637877,51,51,311,311,268
150.0,2026-06-18,-0.0451,-0.04511,-9.999999999996123e-06,-0.022172949002208696,243,243,9859,9859,302
175.0,2025-11-21,-0.0447,-0.04473,-3.0000000000002247e-05,-0.06711409395973657,12,12,2780,2780,93
155.0,2026-03-20,-0.0437,-0.04366,4.000000000000531e-05,0.09153318077804419,13,13,3025,3025,212
195.0,2025-09-19,-0.0434,-0.04345,-5.000000000000143e-05,-0.11520737327189269,1305,1305,27934,27934,30
130.0,2026-12-18,-0.0392,-0.03919,9.999999999996123e-06,0.025510204081622762,1,1,1068,1068,485
165.0,2026-01-16,-0.0388,-0.03883,-3.0000000000002247e-05,-0.07731958762887177,77,77,14040,14040,149
185.0,2025-10-17,-0.0386,-0.03865,-4.999999999999449e-05,-0.12953367875646243,833,833,7258,7258,58
170.0,2025-11-21,-0.0382,-0.03822,-1.9999999999999185e-05,-0.052356020942406246,506,506,5428,5428,93
215.0,2025-08-22,-0.0378,-0.03784,-3.999999999999837e-05,-0.10582010582010151,5521,5521,15758,15758,2
190.0,2025-09-26,-0.0364,-0.03638,1.9999999999999185e-05,0.0549450549450527,41,41,64,64,37
145.0,2026-05-15,-0.0362,-0.03624,-3.999999999999837e-05,-0.11049723756905627,1,1,197,197,268
155.0,2026-02-20,-0.0358,-0.03579,9.999999999996123e-06,0.027932960893843922,6,6,383,383,184
207.5,2025-08-29,-0.0357,-0.03573,-2.9999999999995308e-05,-0.084033613445365,148,148,125,125,9
200.0,2025-09-05,-0.0351,-0.03511,-1.0000000000003062e-05,-0.028490028490037216,92,92,3315,3315,16
160.0,2026-01-16,-0.0348,-0.03478,1.9999999999999185e-05,0.057471264367813746,2,2,16112,16112,149
195.0,2025-09-12,-0.0344,-0.03444,-3.999999999999837e-05,-0.11627906976743713,13,13,361,361,23
165.0,2025-12-19,-0.0344,-0.03435,5.000000000000143e-05,0.1453488372093065,204,204,12916,12916,121
115.0,2027-12-17,-0.0338,-0.03379,9.999999999996123e-06,0.029585798816556583,2,2,864,864,849
140.0,2026-05-15,-0.0338,-0.03378,1.9999999999999185e-05,0.05917159763313369,11,11,54,54,268
150.0,2026-03-20,-0.0335,-0.03351,-9.999999999996123e-06,-0.029850746268645142,1,1,1814,1814,212
140.0,2026-06-18,-0.0334,-0.03343,-3.0000000000002247e-05,-0.08982035928144386,4,4,3612,3612,302
125.0,2026-12-18,-0.0317,-0.03167,3.0000000000002247e-05,0.09463722397477049,3,3,3226,3226,485
135.0,2026-06-18,-0.0314,-0.03137,2.9999999999995308e-05,0.09554140127387042,54,54,1544,1544,302
190.0,2025-09-19,-0.0312,-0.03116,3.999999999999837e-05,0.12820512820512298,1006,1006,17408,17408,30
180.0,2025-10-17,-0.0308,-0.03084,-3.999999999999837e-05,-0.12987012987012458,99,99,7084,7084,58
145.0,2026-04-17,-0.0308,-0.03081,-9.999999999999593e-06,-0.032467532467531146,1,1,8,8,240
160.0,2025-12-19,-0.0302,-0.03015,5.000000000000143e-05,0.1655629139072895,94,94,6957,6957,121
212.5,2025-08-22,-0.0301,-0.03012,-2.0000000000002655e-05,-0.06644518272426131,1463,1463,3907,3907,2
205.0,2025-08-29,-0.0288,-0.02877,2.9999999999998778e-05,0.10416666666666241,368,368,5598,5598,9
140.0,2026-04-17,-0.0286,-0.02856,4.000000000000184e-05,0.1398601398601463,8,8,0,0,240
185.0,2025-09-19,-0.0276,-0.0276,0.0,0.0,115,115,15700,15700,30
185.0,2025-09-26,-0.027,-0.02704,-4.000000000000184e-05,-0.14814814814815497,160,160,117,117,37
165.0,2025-11-21,-0.0268,-0.02683,-2.9999999999998778e-05,-0.11194029850745812,425,425,4166,4166,93
175.0,2025-10-17,-0.0247,-0.02469,9.999999999999593e-06,0.04048582995951252,173,173,5300,5300,58
130.0,2026-06-18,-0.0243,-0.02428,1.9999999999999185e-05,0.08230452674896784,197,197,1608,1608,302
115.0,2026-12-18,-0.0241,-0.02409,9.999999999999593e-06,0.041493775933608264,1,1,1371,1371,485
190.0,2025-09-12,-0.0234,-0.02344,-3.999999999999837e-05,-0.17094017094016398,12,12,526,526,23
202.5,2025-08-29,-0.0234,-0.02337,3.0000000000002247e-05,0.1282051282051378,56,56,326,326,9
140.0,2026-03-20,-0.0232,-0.02315,4.999999999999796e-05,0.2155172413793016,2,2,1814,1814,212
160.0,2025-11-21,-0.0229,-0.0229,0.0,0.0,3,3,1368,1368,93
125.0,2026-06-18,-0.0227,-0.02268,2.0000000000002655e-05,0.08810572687225839,17,17,1440,1440,302
150.0,2026-01-16,-0.0226,-0.02264,-4.000000000000184e-05,-0.17699115044248603,191,191,62298,62298,149
140.0,2026-02-20,-0.022,-0.02204,-4.000000000000184e-05,-0.18181818181819018,3,3,340,340,184
195.0,2025-09-05,-0.0219,-0.02189,9.999999999999593e-06,0.04566210045661914,95,95,1290,1290,16
135.0,2026-04-17,-0.0216,-0.02155,5.000000000000143e-05,0.23148148148148812,10,10,0,0,240
135.0,2026-03-20,-0.0212,-0.02121,-9.999999999999593e-06,-0.04716981132075279,10,10,436,436,212
145.0,2026-01-16,-0.0202,-0.02022,-1.9999999999999185e-05,-0.09900990099009498,5,5,4109,4109,149
180.0,2025-09-26,-0.0202,-0.02015,4.999999999999796e-05,0.24752475247523748,58,58,68,68,37
210.0,2025-08-22,-0.0201,-0.02013,-2.9999999999998778e-05,-0.14925373134327752,3561,3561,5720,5720,2
180.0,2025-09-19,-0.0201,-0.02012,-1.9999999999999185e-05,-0.099502487562185,946,946,23642,23642,30
185.0,2025-09-12,-0.02,-0.01999,9.999999999999593e-06,0.04999999999999796,15,15,536,536,23
130.0,2026-04-17,-0.0199,-0.0199,0.0,0.0,6,6,5,5,240
170.0,2025-10-17,-0.0198,-0.0198,0.0,0.0,93,93,6498,6498,58
155.0,2025-11-21,-0.0195,-0.01952,-1.9999999999999185e-05,-0.10256410256409838,17,17,1098,1098,93
200.0,2025-08-29,-0.0191,-0.01914,-4.000000000000184e-05,-0.20942408376964317,628,628,8359,8359,9
175.0,2025-09-26,-0.0189,-0.01889,9.999999999999593e-06,0.052910052910050756,96,96,66,66,37
150.0,2025-12-19,-0.0187,-0.01874,-3.999999999999837e-05,-0.2139037433154993,1,1,4495,4495,121
140.0,2026-01-16,-0.018,-0.018,0.0,0.0,1,1,4527,4527,149
190.0,2025-09-05,-0.0173,-0.01727,2.9999999999998778e-05,0.17341040462427038,79,79,1085,1085,16
207.5,2025-08-22,-0.0168,-0.01677,2.9999999999998778e-05,0.1785714285714213,5557,5557,5881,5881,2
100.0,2026-12-18,-0.0168,-0.01676,3.999999999999837e-05,0.2380952380952284,1,1,2107,2107,485
145.0,2025-12-19,-0.0164,-0.01638,2.0000000000002655e-05,0.1219512195122113,8,8,3410,3410,121
165.0,2025-10-17,-0.0159,-0.01589,9.999999999999593e-06,0.06289308176100372,130,130,3823,3823,58
100.0,2027-01-15,-0.0151,-0.01509,1.0000000000001327e-05,0.06622516556292268,2,2,1953,1953,513
175.0,2025-09-19,-0.0146,-0.01464,-4.0000000000000105e-05,-0.27397260273972673,775,775,8414,8414,30
170.0,2025-09-26,-0.0142,-0.01424,-3.999999999999837e-05,-0.28169014084505895,18,18,66,66,37
205.0,2025-08-22,-0.0142,-0.0142,0.0,0.0,1789,1789,6550,6550,2
110.0,2026-08-21,-0.014,-0.01396,4.0000000000000105e-05,0.2857142857142865,5,5,39,39,366
185.0,2025-09-05,-0.0138,-0.01382,-2.000000000000092e-05,-0.14492753623189072,11,11,832,832,16
180.0,2025-09-12,-0.0138,-0.0138,0.0,0.0,183,183,316,316,23
170.0,2025-09-19,-0.0133,-0.01331,-1.0000000000001327e-05,-0.075187969924822,147,147,7818,7818,30
195.0,2025-08-29,-0.0131,-0.01311,-9.999999999999593e-06,-0.07633587786259231,737,737,3164,3164,9
120.0,2026-03-20,-0.0128,-0.01282,-1.9999999999999185e-05,-0.15624999999999364,20,20,555,555,212
160.0,2025-10-17,-0.0127,-0.01274,-4.0000000000000105e-05,-0.31496062992126067,17,17,9930,9930,58
115.0,2026-05-15,-0.0124,-0.01242,-2.000000000000092e-05,-0.16129032258065257,1,1,17,17,268
90.0,2026-12-18,-0.0118,-0.0118,0.0,0.0,1,1,1659,1659,485
110.0,2026-06-18,-0.0118,-0.01175,4.99999999999997e-05,0.4237288135593195,1,1,1958,1958,302
75.0,2027-12-17,-0.0116,-0.01159,9.999999999999593e-06,0.08620689655172063,5,5,93,93,849
110.0,2026-05-15,-0.0114,-0.01135,4.99999999999997e-05,0.43859649122806754,10,10,28,28,268
130.0,2026-01-16,-0.0112,-0.01124,-4.0000000000000105e-05,-0.3571428571428581,1,1,9527,9527,149
150.0,2025-10-17,-0.0103,-0.01032,-1.9999999999999185e-05,-0.19417475728154548,13,13,12934,12934,58
155.0,2025-10-17,-0.0102,-0.01019,1.0000000000001327e-05,0.09803921568628751,2,2,2639,2639,58
160.0,2025-09-26,-0.0101,-0.01013,-3.0000000000000512e-05,-0.2970297029703021,3,3,6,6,37
202.5,2025-08-22,-0.0099,-0.00991,-9.999999999999593e-06,-0.10101010101009689,794,794,1104,1104,2
125.0,2026-01-16,-0.0099,-0.00987,3.0000000000000512e-05,0.3030303030303082,3,3,3183,3183,149
135.0,2025-12-19,-0.0098,-0.00976,4.0000000000000105e-05,0.4081632653061235,10,10,856,856,121
165.0,2025-09-19,-0.0097,-0.00974,-4.0000000000000105e-05,-0.4123711340206196,2663,2663,26842,26842,30
190.0,2025-08-29,-0.0092,-0.00918,1.9999999999999185e-05,0.21739130434781725,110,110,1437,1437,9
180.0,2025-09-05,-0.0089,-0.00886,4.0000000000000105e-05,0.44943820224719216,21,21,793,793,16
200.0,2025-08-22,-0.0086,-0.00863,-3.0000000000000512e-05,-0.34883720930233153,872,872,10402,10402,2
120.0,2026-01-16,-0.0086,-0.00861,-9.999999999999593e-06,-0.11627906976743713,1,1,3534,3534,149
130.0,2025-12-19,-0.0084,-0.00842,-2.000000000000092e-05,-0.23809523809524905,1,1,3677,3677,121
170.0,2025-09-12,-0.0083,-0.00834,-4.0000000000000105e-05,-0.48192771084337477,30,30,557,557,23
165.0,2025-09-26,-0.0083,-0.00833,-3.0000000000000512e-05,-0.3614457831325363,7,7,22,22,37
185.0,2025-08-29,-0.0083,-0.00828,2.000000000000092e-05,0.24096385542169782,56,56,1747,1747,9
145.0,2025-10-17,-0.0082,-0.00824,-4.0000000000000105e-05,-0.4878048780487817,59,59,3163,3163,58
135.0,2025-11-21,-0.0079,-0.00794,-3.999999999999837e-05,-0.5063291139240299,11,11,297,297,93
100.0,2026-06-18,-0.0077,-0.0077,0.0,0.0,4,4,1500,1500,302
170.0,2025-09-05,-0.0074,-0.00743,-2.9999999999999645e-05,-0.4054054054054006,48,48,609,609,16
175.0,2025-09-05,-0.0072,-0.00725,-5.0000000000000565e-05,-0.6944444444444523,7,7,169,169,16
105.0,2026-03-20,-0.0072,-0.00721,-1.000000000000046e-05,-0.13888888888889528,1,1,163,163,212
160.0,2025-09-19,-0.0071,-0.00709,1.000000000000046e-05,0.14084507042254168,1341,1341,11281,11281,30
130.0,2025-11-21,-0.0066,-0.00663,-2.9999999999999645e-05,-0.45454545454544915,1,1,725,725,93
140.0,2025-10-17,-0.0065,-0.00654,-4.0000000000000105e-05,-0.6153846153846171,1,1,1504,1504,58
197.5,2025-08-22,-0.0061,-0.00612,-1.9999999999999185e-05,-0.327868852459003,21,21,2304,2304,2
195.0,2025-08-22,-0.0054,-0.00545,-4.99999999999997e-05,-0.9259259259259203,1897,1897,1902,1902,2
100.0,2026-02-20,-0.0054,-0.00536,4.0000000000000105e-05,0.7407407407407427,3,3,324,324,184
50.0,2027-12-17,-0.0052,-0.00522,-2.0000000000000052e-05,-0.38461538461538564,21,21,403,403,849
115.0,2025-12-19,-0.0052,-0.0052,0.0,0.0,1,1,912,912,121
135.0,2025-10-17,-0.0052,-0.00516,4.0000000000000105e-05,0.7692307692307713,1,1,1183,1183,58
160.0,2025-09-12,-0.0051,-0.00509,1.000000000000046e-05,0.19607843137255804,2,2,91,91,23
150.0,2025-09-12,-0.0048,-0.00484,-4.0000000000000105e-05,-0.8333333333333356,19,19,57,57,23
180.0,2025-08-29,-0.0047,-0.00472,-2.0000000000000052e-05,-0.42553191489361814,271,271,1935,1935,9
150.0,2025-09-19,-0.0047,-0.00471,-9.999999999999593e-06,-0.21276595744679985,3,3,5143,5143,30
125.0,2025-09-26,-0.0045,-0.00454,-4.0000000000000105e-05,-0.8888888888888913,21,21,1467,1467,37
120.0,2025-11-21,-0.0045,-0.00452,-2.0000000000000052e-05,-0.44444444444444564,22,22,759,759,93
175.0,2025-08-29,-0.0044,-0.00437,3.0000000000000512e-05,0.6818181818181934,47,47,407,407,9
55.0,2027-06-17,-0.0044,-0.00436,4.0000000000000105e-05,0.9090909090909115,9,9,9,9,666
130.0,2025-09-26,-0.0042,-0.0042,0.0,0.0,12,12,17,17,37
125.0,2025-10-17,-0.004,-0.00399,1.000000000000046e-05,0.2500000000000115,1,1,517,517,58
115.0,2025-10-17,-0.0037,-0.00367,3.000000000000008e-05,0.810810810810813,25,25,957,957,58
80.0,2026-06-18,-0.0036,-0.00364,-4.0000000000000105e-05,-1.111111111111114,10,10,594,594,302
105.0,2025-12-19,-0.0036,-0.00359,1.0000000000000026e-05,0.2777777777777785,3,3,919,919,121
145.0,2025-09-19,-0.0034,-0.00339,1.0000000000000026e-05,0.2941176470588243,25,25,5214,5214,30
170.0,2025-08-29,-0.0032,-0.0032,0.0,0.0,116,116,904,904,9
160.0,2025-09-05,-0.0032,-0.00318,2.0000000000000052e-05,0.6250000000000016,6,6,114,114,16
140.0,2025-09-19,-0.0031,-0.00309,1.0000000000000026e-05,0.3225806451612912,138,138,9000,9000,30
110.0,2025-11-21,-0.003,-0.00297,3.000000000000008e-05,1.0000000000000027,1,1,387,387,93
100.0,2026-01-16,-0.0027,-0.00271,-1.0000000000000026e-05,-0.37037037037037135,15,15,6464,6464,149
155.0,2025-09-05,-0.0026,-0.00262,-2.0000000000000052e-05,-0.7692307692307713,3,3,141,141,16
85.0,2026-01-16,-0.0025,-0.00249,1.0000000000000026e-05,0.400000000000001,9,9,1897,1897,149
90.0,2025-12-19,-0.0024,-0.0024,0.0,0.0,54,54,1806,1806,121
100.0,2025-11-21,-0.0024,-0.0024,0.0,0.0,21,21,483,483,93
192.5,2025-08-22,-0.0024,-0.00239,9.999999999999593e-06,0.41666666666664975,309,309,743,743,2
105.0,2025-11-21,-0.0024,-0.00237,2.9999999999999645e-05,1.2499999999999853,4,4,61,61,93
140.0,2025-09-12,-0.0023,-0.00234,-4.0000000000000105e-05,-1.7391304347826133,21,21,23,23,23
110.0,2025-10-17,-0.0022,-0.00225,-4.99999999999997e-05,-2.2727272727272587,45,45,519,519,58
190.0,2025-08-22,-0.0022,-0.00221,-1.0000000000000026e-05,-0.45454545454545575,69,69,3221,3221,2
135.0,2025-09-19,-0.0022,-0.00219,1.0000000000000026e-05,0.45454545454545575,10,10,3123,3123,30
60.0,2026-06-18,-0.0021,-0.00214,-4.0000000000000105e-05,-1.9047619047619098,10,10,47,47,302
187.5,2025-08-22,-0.002,-0.00203,-3.000000000000008e-05,-1.500000000000004,224,224,329,329,2
130.0,2025-09-19,-0.002,-0.00197,3.000000000000008e-05,1.500000000000004,46,46,2384,2384,30
85.0,2025-12-19,-0.0019,-0.00188,2.0000000000000052e-05,1.0526315789473712,2,2,1880,1880,121
185.0,2025-08-22,-0.0019,-0.00187,3.000000000000008e-05,1.5789473684210569,141,141,1204,1204,2
182.5,2025-08-22,-0.0017,-0.00173,-3.000000000000008e-05,-1.764705882352946,15,15,211,211,2
150.0,2025-09-05,-0.0017,-0.00168,1.9999999999999836e-05,1.1764705882352846,1,1,63,63,16
175.0,2025-08-22,-0.0016,-0.00165,-4.9999999999999914e-05,-3.1249999999999947,30,30,735,735,2
115.0,2025-09-19,-0.0016,-0.00162,-1.9999999999999836e-05,-1.2499999999999896,1,1,963,963,30
180.0,2025-08-22,-0.0016,-0.00159,1.0000000000000026e-05,0.6250000000000016,32,32,1858,1858,2
100.0,2025-10-17,-0.0016,-0.00155,5.000000000000013e-05,3.1250000000000084,20,20,788,788,58
80.0,2026-01-16,-0.0015,-0.00152,-2.0000000000000052e-05,-1.3333333333333368,10,10,2493,2493,149
165.0,2025-08-29,-0.0014,-0.00142,-2.0000000000000052e-05,-1.4285714285714324,2,2,270,270,9
125.0,2025-09-19,-0.0014,-0.00138,2.0000000000000052e-05,1.4285714285714324,5,5,1318,1318,30
45.0,2026-01-16,-0.0014,-0.00137,3.000000000000008e-05,2.1428571428571486,1,1,2382,2382,149
160.0,2025-08-29,-0.0014,-0.00136,3.999999999999989e-05,2.857142857142849,31,31,360,360,9
120.0,2025-09-19,-0.0012,-0.00121,-1.0000000000000026e-05,-0.8333333333333356,4,4,4151,4151,30
155.0,2025-09-26,-0.001,-0.00105,-4.9999999999999914e-05,-4.999999999999991,1,1,106,106,37
155.0,2025-08-29,-0.001,-0.001,0.0,0.0,34,34,307,307,9
135.0,2025-09-12,-0.0009,-0.00094,-3.9999999999999996e-05,-4.444444444444444,2,2,12,12,23
50.0,2026-06-18,-0.0009,-0.00093,-3.000000000000008e-05,-3.3333333333333424,1,1,2454,2454,302
75.0,2025-12-19,-0.0004,-0.00045,-4.999999999999997e-05,-12.499999999999991,8,8,3634,3634,121
80.0,2025-12-19,-0.0004,-0.00043,-2.999999999999997e-05,-7.499999999999993,56,56,2436,2436,121
