Symbol,Date,Current_Price,Daily_Change_Pct,RSI,EMA_10,EMA_20,EMA_50,Volume_vs_Avg,Volatility_20d,Days_Since_EMA_Cross,Recent_Signals_Count,Analysis_Date
AAPL,2025-09-12,234.07000732421875,1.7562963814985233,58.05465038594961,232.85809481085408,230.67940795185572,223.16767295897364,1.161703412337802,0.23705402656227453,,14,2025-09-14 15:24:07
