Option_Type,Actual_Delta,Predicted_Delta,Absolute_Error,Squared_Error
call,0.64178,0.6391670107841492,0.002612989215850847,6.827712642152826e-06
call,0.73397,0.753412127494812,0.019442127494812,0.00037799632152452474
call,0.88551,0.9537706971168518,0.06826069711685179,0.004659522770878578
call,0.19983,0.1925194263458252,0.007310573654174812,5.344448715311487e-05
call,0.4173,0.469419926404953,0.052119926404953,0.0027164867284577166
call,0.99081,1.0,0.009190000000000031,8.445610000000058e-05
call,0.06413,0.10103317350149155,0.03690317350149154,0.0013618442144811874
call,0.64252,0.5902371406555176,0.0522828593444824,0.002733497381234931
call,0.50924,0.4684402048587799,0.04079979514122012,0.0016646232835655288
call,0.54706,0.5954769253730774,0.0484169253730774,0.0023441986625821463
call,0.416,0.41950657963752747,0.003506579637527485,1.2296100754322388e-05
call,0.45975,0.5741175413131714,0.1143675413131714,0.013079934506019965
call,0.15799,0.1976863443851471,0.0396963443851471,0.0015757997575442
call,0.97859,0.9976466298103333,0.019056629810333292,0.0003631551397280835
call,0.41756,0.3669477701187134,0.05061222988128661,0.002561597813556201
call,0.5496,0.5374239683151245,0.012176031684875466,0.00014825574759109127
call,0.49052,0.5127098560333252,0.022189856033325184,0.0004923897107796981
call,0.6443,0.6094853281974792,0.034814671802520736,0.0012120613727172325
call,0.40348,0.4039582312107086,0.00047823121070861285,2.2870509089582566e-07
call,0.55454,0.5829570293426514,0.028417029342651334,0.0008075275566611069
call,0.86406,0.9375724792480469,0.07351247924804682,0.005404084605194515
call,0.99715,1.0,0.002850000000000019,8.122500000000109e-06
call,0.84165,0.9411057233810425,0.09945572338104247,0.009891440913246438
call,0.97316,0.9896870255470276,0.016527025547027563,0.0002731425734321017
call,0.86976,0.9172613024711609,0.04750130247116091,0.0022563737364567175
call,0.0024,0.01450734306126833,0.01210734306126833,0.00014658775600324237
call,0.13506,0.11512807011604309,0.019931929883956923,0.00039728182889897505
call,0.63224,0.6160407662391663,0.016199233760833764,0.0002624151744381364
call,0.97366,0.9999279975891113,0.026267997589111358,0.0006900076973415601
call,0.45707,0.41545113921165466,0.04161886078834531,0.0017321295733196671
call,0.97863,0.9999425411224365,0.021312541122436524,0.0004542244090955479
call,0.12666,0.10688553005456924,0.01977446994543075,0.00039102966162274404
call,0.44436,0.5212831497192383,0.0769231497192383,0.005917170962728352
call,0.00921,0.01967105269432068,0.01046105269432068,0.00010943362347335394
call,0.72596,0.6374131441116333,0.08854685588836675,0.00784054568771519
call,0.84521,0.8587465286254883,0.013536528625488264,0.0001832376072286632
call,0.90744,0.9410067200660706,0.03356672006607053,0.0011267246959939421
call,0.96635,0.9873916506767273,0.021041650676727253,0.00044275106320141645
call,0.08937,0.06477883458137512,0.024591165418624883,0.0006047254166461723
call,0.5083,0.48700904846191406,0.02129095153808591,0.00045330461739712287
call,0.34825,0.4290662705898285,0.08081627058982849,0.006531269592048377
call,0.8673,0.9473264813423157,0.08002648134231571,0.006404237716032005
call,0.2623,0.32218027114868164,0.05988027114868166,0.0035856468728396374
call,0.41379,0.4051705002784729,0.00861949972152709,7.42957754494056e-05
call,0.96554,0.9857762455940247,0.020236245594024704,0.00040950563574168423
call,0.85018,0.8720759153366089,0.02189591533660884,0.0004794311084279422
call,0.92684,0.9735801219940186,0.04674012199401856,0.0021846390040157373
put,-0.46114,3.2918418924055004e-07,0.46114032918418923,0.21265040320010242
put,-0.04834,4.070959715163358e-12,0.04834000000407096,0.0023367556003935806
put,-0.0201,2.4269667164844577e-08,0.020100024269667165,0.00040401097564120905
put,-0.58617,4.0728511521592736e-05,0.5862107285115216,0.3436430182220088
put,-0.37907,1.784722369890801e-09,0.3790700017847224,0.14369406625306944
put,-0.01214,5.184521432965994e-05,0.01219184521432966,0.00014864108973017303
put,-0.43578,2.0925943317706697e-05,0.4358009259433177,0.18992244705305308
put,-0.00099,2.5318047728784e-22,0.00099,9.801e-07
put,-0.0897,5.077792630814315e-10,0.08970000050777927,0.0080460900910956
put,-0.19974,3.08806988869037e-07,0.19974030880698887,0.03989619096231128
put,-0.00511,2.94545204199137e-13,0.005110000000294546,2.6112100003010257e-05
put,-0.00659,1.4049285823256041e-12,0.006590000001404929,4.342810001851696e-05
put,-0.19561,4.1966469410681384e-08,0.19561004196646942,0.038263288518123925
put,-0.17116,3.4902205570119804e-09,0.17116000349022056,0.029295746794772315
put,-0.22361,1.1132107857747542e-07,0.22361011132107858,0.05000148188502516
put,-0.15404,6.2129665856502925e-09,0.1540400062129666,0.023728323514090786
put,-0.75751,2.04358793776116e-10,0.7575100002043588,0.5738214004096076
put,-0.01261,5.388431367769897e-10,0.012610000538843136,0.00015901211358962419
put,-0.16257,5.905622657564891e-09,0.16257000590562265,0.026429006820154182
put,-0.00073,1.7767210256547625e-27,0.00073,5.328999999999999e-07
put,-0.54313,2.080879312416073e-06,0.5431320808793124,0.29499245728029194
put,-0.04616,1.1071912922488991e-05,0.04617107191292249,0.00213176788158826
put,-0.09012,6.40574899080093e-06,0.0901264057489908,0.008122769013231723
put,-0.01417,4.930646355205681e-06,0.014174930646355206,0.00020092865882898002
put,-0.10082,1.0903371361337122e-07,0.10082010903371362,0.010164694385569903
put,-0.54025,1.429570871402941e-11,0.5402500000142957,0.2918700625154465
put,-0.00392,3.662817445182487e-12,0.003920000003662817,1.5366400028716486e-05
put,-0.02333,5.254440216262424e-10,0.02333000052544402,0.0005442889245172183
put,-0.19267,1.221405454998603e-06,0.192671221405455,0.03712219955786986
put,-0.06154,1.7456816294725286e-06,0.06154174568162947,0.0037873864615423597
put,-0.43008,2.754909928626148e-06,0.43008275490992864,0.18497117607091376
put,-0.61877,5.511387457524108e-10,0.6187700005511387,0.3828763135820562
put,-0.1144,2.3059326892393983e-08,0.1144000230593269,0.013087365275974525
put,-0.13743,2.1913857395361447e-08,0.1374300219138574,0.01888701092324332
put,-0.0226,4.1819864235819774e-22,0.0226,0.00051076
put,-0.5107,4.9708516598911956e-05,0.510749708516599,0.26086526474979077
put,-0.00065,1.985969258750965e-31,0.00065,4.225e-07
put,-0.37775,7.347383643718786e-07,0.37775073473836435,0.1426956175953741
put,-0.00067,2.2648595170410688e-37,0.00067,4.4890000000000006e-07
put,-0.00119,5.191370966366993e-33,0.00119,1.4161000000000003e-06
put,-0.34332,1.5894169536068148e-08,0.34332001589416955,0.11786863331357283
put,-0.00298,1.2979682569501134e-21,0.00298,8.8804e-06
put,-0.158,2.3097588078280218e-11,0.15800000002309758,0.024964000007298835
put,-0.6169,2.0782604792657366e-07,0.6169002078260479,0.38056586641582113
put,-0.10569,1.503985380679751e-09,0.10569000150398539,0.011170376417912433
put,-0.45697,1.527379936305806e-05,0.45698527379936305,0.2088355404694788
put,-0.32573,9.218233998353753e-08,0.32573009218234,0.10610009295311572
put,-0.00086,5.493907547352661e-23,0.00086,7.396e-07
put,-0.02553,1.9051261688218801e-06,0.025531905126168822,0.0006518781793716858
