Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R,OBV,Volume_MA_20,Volume_MA_50,VWAP,ROC_5,ROC_10,ROC_20,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Momentum,Volatility,Price_Change,Price_Change_5d,High_52w,Low_52w,High_20d,Low_20d,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200
2024-10-25 00:00:00-04:00,140.88959441527413,144.0886893234089,140.7596420534019,141.49942016601562,205122100,0.0,0.0,,141.49942016601562,,141.49942016601562,,141.49942016601562,,141.49942016601562,,141.49942016601562,,141.49942016601562,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,142.11591718094215,,,,,,,,,,,,,,,,,,,,
2024-10-28 00:00:00-04:00,142.95902137870084,143.09898064959424,140.00986979275078,140.479736328125,173586700,0.0,0.0,,141.15952555338544,,141.31402310458097,,141.40230741954986,,141.45943256452972,,141.47922840684947,,141.48927405817594,,-0.08134230045851609,-0.01626846009170322,-0.06507384036681288,,,,,,,,,,,,,,-173586700.0,,,141.69434938039672,,,,,,,,,,,-0.7206275733810608,,,,,,,,,
2024-10-29 00:00:00-04:00,140.2497716969522,142.2192081120129,138.86017082456863,141.20950317382812,157593600,0.0,0.0,,141.17618476019967,,141.29501948080772,,141.3839451104335,,141.4496314119532,,141.47388731312628,,141.48649026828193,,-0.0859300262265208,-0.030200773318666736,-0.05572925290785406,,,,,,,,,,,,,,-15993100.0,,,141.42065883827695,,,,,,,,,,,0.5194819301187925,,,,,,,,,
2024-10-30 00:00:00-04:00,139.49998843906093,140.28977049571748,136.77077537646986,139.300048828125,179418100,0.0,0.0,,140.55080611617478,,140.9322975439563,,141.1854787978327,,141.36533405572465,,141.43084100649259,,141.46473463206146,,-0.24086628309541425,-0.07233387527401625,-0.168532407821398,,,,,,,,,,,,,,-195411200.0,,,140.76041464493824,,,,,,,,,,,-1.3522137694603975,,,,,,,,,
2024-10-31 00:00:00-04:00,137.56056330274592,137.57055494467397,132.07213151004177,132.72193908691406,270039600,0.0,0.0,139.04212951660156,137.9411837730879,,139.43950509722134,,140.37942739679283,,141.02637739028108,,141.2583875031346,,141.3777416415625,,-0.8842596684528985,-0.23471903390979273,-0.6495406345431057,,,,,,,,,,,,,,-465450800.0,,,138.94175861011857,,,,,,,,,,,-4.722259465484702,,,,,,,,,
2024-11-01 00:00:00-04:00,134.6613944536623,137.2706470867555,134.53144208222884,135.36119079589844,207127800,0.0,0.0,137.81448364257812,137.08118611402475,,138.6979934060717,,139.90150010146957,,140.80421321010922,,141.14161133071408,,141.31787546399372,,-1.1677271740025503,-0.4213206619283443,-0.746406512074206,,,,,,,,,,,,,,-258323000.0,,,138.3825364772245,-4.337989062368911,,,,,,,,,,1.9885572250839756,-4.337989062368911,,,,,,,,
2024-11-04 00:00:00-05:00,137.17067271068436,138.9201710380497,135.53114345978716,136.01100158691406,187528200,0.0,0.0,136.92073669433594,136.7244579383212,,138.20944943895213,,139.53097643341667,,140.61624412684668,,141.0400150981636,,141.2650707487989,,-1.3246729095629632,-0.6019911114552681,-0.7226817981076952,,,,,,,,,,,,,,-70794800.0,,,138.17037227837162,-3.18105291055865,,,,,,,,,,0.4800569403939692,-3.18105291055865,,,,,,,,
2024-11-05 00:00:00-05:00,137.41058693125512,140.32974787080795,137.29062621937655,139.86988830566406,160537400,0.0,0.0,136.65281372070314,137.77293472743548,,138.51134741471793,,139.5632537545831,,140.58697527111403,,141.01684427058933,,141.2511883364294,,-1.1247086859614228,-0.7065346263564991,-0.4181740596049237,,,,,,,,,,,,,,89742600.0,,,138.2738286302433,-0.948671893927,,,,,,,,,,2.837187193481605,-0.948671893927,,,,,,,,
2024-11-06 00:00:00-05:00,142.91901845044762,146.44800513885863,141.91930516184587,145.56825256347656,242043900,0.0,0.0,137.90645446777344,140.37137400611584,,139.79442107812858,,140.13515840304913,,140.78231947865766,,141.10697116747818,,141.2941441993851,,-0.5006539980610967,-0.6653585006974186,0.16470450263632197,,,,,,,,,,,,,,331786500.0,,,139.1387477706291,4.499785741701763,,,,139.2600683244502,,,,,,4.07404647765186,4.499785741701763,,,,,,,,
2024-11-07 00:00:00-05:00,146.3480493601011,148.88731477688594,146.12811118371621,148.83734130859375,207323300,0.0,0.0,141.12953491210936,143.19336310694183,140.08583221435546,141.4385883927586,,140.9639377273867,,141.09820268767476,,141.26004780393592,,141.36920088703891,,0.2547652042982236,-0.48133375969829023,0.7360989639965139,,,,,,,,,,,,,,539109800.0,,,140.05667478064282,12.142229334915294,,,,140.47972314346384,,,,,,2.245742933330641,12.142229334915294,,,,,6.247247816500794,,,
2024-11-08 00:00:00-05:00,148.727364912182,149.72707829956485,146.21807454702503,147.5876922607422,175665800,0.0,0.0,143.57483520507813,144.65813949154196,140.6946594238281,142.5566072778465,,141.59477149246817,,141.35269247485388,,141.3853476941697,,141.43107642309567,,0.7440274450155187,-0.23626151875552848,0.9802889637710471,,,,,,,,,,,,,,363444000.0,,,140.68826514374237,9.032501408235412,4.302683422718931,,,140.8996049048033,,,,6.0882720947265625,,-0.8396072093632689,9.032501408235412,,,,,4.899285349665992,,,
2024-11-11 00:00:00-05:00,148.63735542204353,148.80732009469307,143.52883547102425,145.2183380126953,182325600,0.0,0.0,145.4163024902344,144.8448723319264,141.16851959228515,143.04055832054627,,141.93987306582312,,141.50428641751432,,141.46124849255634,,141.46876061801706,,0.9298653010607438,-0.0030361547922740256,0.9329014558530179,,,,,,,,,,,,,,181118400.0,,,141.0891443551704,6.769552696733548,3.373156733083654,,,140.8996049048033,,,,4.7386016845703125,,-1.6053874220493647,6.769552696733548,,,,,2.8687829497019703,,,
2024-11-12 00:00:00-05:00,146.73792067016035,149.60709303241688,145.9681371384276,148.2474822998047,198634700,0.0,0.0,147.0918212890625,145.9790756545525,141.8723175048828,143.9872717713205,,142.54059775477376,,141.76872547172178,,141.5956293600266,,141.53621058500002,,1.306509145070038,0.2588729051801884,1.0476362398898496,,,,,,,,,,,,,,379753100.0,,,141.62350858008676,5.989562225024936,4.9840690376998555,,,140.8996049048033,,,,7.0379791259765625,,2.085924084081281,5.989562225024936,,,,,4.493593187904662,,,
