Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R,OBV,Volume_MA_20,Volume_MA_50,VWAP,ROC_5,ROC_10,ROC_20,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Momentum,Volatility,Price_Change,Price_Change_5d,High_52w,Low_52w,High_20d,Low_20d,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200
2024-10-25 00:00:00-04:00,228.6757506783198,232.13962556438537,228.5065400142299,230.3380126953125,38802300,0.0,0.0,,230.3380126953125,,230.3380126953125,,230.3380126953125,,230.3380126953125,,230.3380126953125,,230.3380126953125,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,230.3280594246426,,,,,,,,,,,,,,,,,,,,
2024-10-28 00:00:00-04:00,232.23915532682838,233.64261197661628,231.47271808946843,232.3187713623047,36087100,0.0,0.0,,230.9982655843099,,230.69815063476562,,230.52665637788317,,230.41568950578278,,230.37723563921332,,230.35772173677512,,0.15800923839253755,0.03160184767850751,0.12640739071403004,,,,,,,,,,,,,,36087100.0,,,231.36407173910175,,,,,,,,,,,0.859935641457632,,,,,,,,,
2024-10-29 00:00:00-04:00,232.0201728307493,233.2444706163013,231.24378738741356,232.5875244140625,35417200,0.0,0.0,,231.5280185275608,,231.0416731400923,,230.72292952418596,,230.5008595021859,,230.4210037337648,,230.37990882809143,,0.30144396504095994,0.085570271150998,0.21587369388996194,,,,,,,,,,,,,,71504300.0,,,231.68339260250298,,,,,,,,,,,0.11568288269685478,,,,,,,,,
2024-10-30 00:00:00-04:00,231.5324398883544,232.38845656475567,228.48661770128336,229.03407287597656,47070900,0.0,0.0,,230.69670331036605,,230.67665491025306,,230.5620860338803,,230.44333845802083,,230.39353975638284,,230.36651742558283,,0.12692012145618037,0.09384024121203448,0.03307988024414589,,,,,,,,,,,,,,24433400.0,,,231.1708395790353,,,,,,,,,,,-1.5277911173601555,,,,,,,,,
2024-10-31 00:00:00-04:00,228.27758291037028,228.76531846185907,224.32597264925337,224.8634796142578,64370100,0.0,0.0,229.8283721923828,228.7522954116633,,229.61971394734482,,230.01936161296388,,230.2245204641478,,230.2840336149546,,230.31176083044528,,-0.3439583651528153,0.006280519939064523,-0.35023888509187984,,,,,,,,,,,,,,-39936700.0,,,229.6654436614993,,,,,,,,,,,-1.8209488262373785,,,,,,,,,
2024-11-01 00:00:00-04:00,219.9463649274566,224.30607958110733,219.2496106921502,221.87738037109375,65276700,0.0,0.0,228.13624572753906,226.4606570648068,,228.21201693348098,,229.24393482802387,,229.8971816369692,,230.11756523388806,,230.22783664677016,,-0.9471678499546954,-0.18440915403968747,-0.7627586959150079,,,,,,,,,,,,,,-105213400.0,,,227.8791467332768,-3.6731376750264584,,,,,,,,,,-1.3279609691562944,-3.6731376750264584,,,,,,,,
2024-11-04 00:00:00-05:00,219.9662881225475,221.75793762543637,218.69221882853125,220.98155212402344,44944500,0.0,0.0,225.86880187988282,224.63428875121235,,226.89738696812506,,228.4570412371667,,229.54754910704978,,229.93665408319765,,230.13583381569805,,-1.4804360204352065,-0.4436145273187913,-1.0368214931164152,,,,,,,,,,,,,,-150157900.0,,,226.87701891797428,-4.880027202193095,,,,,,,,,,-0.4037492445476021,-4.880027202193095,,,,,,,,
2024-11-05 00:00:00-05:00,220.77250572284638,222.91253968716026,220.1155595539316,222.41485595703125,28111300,0.0,0.0,223.83426818847656,223.89447781981866,,226.08238132974435,,227.88159502001093,,229.2678356501863,,229.7877075856498,,230.05900816536305,,-1.7670300246408601,-0.7082976267832051,-1.058732397857655,,,,,,,,,,,,,,-122046600.0,,,226.48177604537864,-4.373694798402608,,,,,,,,,,0.648607912846666,-4.373694798402608,,,,,,,,
2024-11-06 00:00:00-05:00,221.5787719009408,225.02275032206146,220.16535179621147,221.68826293945312,54561100,0.0,0.0,222.36510620117187,223.15907285969683,,225.28345071332777,,227.29175386948162,,228.97059750466735,,229.62732254315085,,229.97571716809034,,-2.029394228487547,-0.9725169471240735,-1.0568772813634735,,,,,,,,,,,,,,-176607700.0,,,225.93047494343202,-3.2073000511593057,,,,226.16741540257377,,,,,,-0.32668367157925315,-3.2073000511593057,,,,,,,,
2024-11-07 00:00:00-05:00,223.5894200604507,226.82436463330757,223.52970043689453,226.42620849609375,42137700,0.0,0.0,222.67765197753906,224.24811807182917,226.25301208496094,225.49122485564885,,227.20932097677803,,228.87081754354682,,229.56393414617943,,229.94039867384163,,-1.8338674579973429,-1.1447870492987275,-0.6890804086986153,,,,,,,,,,,,,,-134470000.0,,,225.89938215534784,0.6949678464981159,,,,226.16741540257377,,,,,,2.1372108265085066,0.6949678464981159,,,,,0.07654988083330767,,,
2024-11-08 00:00:00-05:00,226.366414165256,227.8511489598711,225.60910803907555,226.15716552734375,38328800,0.25,0.0,223.53360900878906,224.88446722366737,225.83492736816407,225.61230497777518,,227.10911569587952,,228.7643998174212,,229.49647338145002,,229.90275456293122,,-1.6812403110122034,-1.2520777016414228,-0.42916260937078055,,,,,,,,,,,,,,-172798800.0,,,225.94890912241513,1.9288965594834344,-1.8150921417816994,,,225.96834472241628,,,,-4.18084716796875,,-0.11882147854568315,1.9288965594834344,,,,,0.14268747661620654,,,
2024-11-11 00:00:00-05:00,224.20409384410638,224.90161465065876,220.7164746065314,223.4368133544922,42005600,0.0,0.0,224.0246612548828,224.40191593394232,224.9467315673828,225.21676104626917,,226.7593726157474,,228.55547485809066,,229.37648011358945,,229.83841683946417,,-1.7595093542454663,-1.3535640321622315,-0.40594532208323475,,,,,,,,,,,,,,-214804400.0,,,225.71971733367317,1.1110706784658486,-3.8231770750719707,,,225.54033769664346,,,,-8.8819580078125,,-1.2028591561573432,1.1110706784658486,,,,,-0.6712336749104215,,,
2024-11-12 00:00:00-05:00,223.75568869738083,224.79200315214243,222.5698957238352,223.4368133544922,40398300,0.0,0.0,224.229052734375,224.08021507412562,224.0316604614258,224.8931341932188,,226.44293840038975,,228.35474303442015,,229.25886295004295,,229.77471929235003,,-1.8007798655621912,-1.4430071988422235,-0.35777266671996766,,,,,,,,,,,,,,-214804400.0,,,225.571408073748,0.4594825255999857,-3.934308636124359,,,223.72876864519515,,,,-9.150711059570312,,0.0,0.4594825255999857,,,,,-0.26551921532359546,,,
2024-11-13 00:00:00-05:00,223.2175800878685,225.84824072641777,221.97200184604,224.3236541748047,48566200,0.0,0.0,224.75613098144532,224.16136144101867,223.56061859130858,224.78959237168894,,226.2411018074769,,228.19666111835681,,229.1611360436026,,229.7204798384441,37.790366657311736,-1.7418474672177524,-1.5027752525173295,-0.23907221470042295,,,,,,37.66747329313381,,3.7941402834103855,,,,,-62.33252670686619,-166238200.0,,,225.45323136676,1.1887824823957112,-2.0566453899296446,,49.05426779275553,223.27168389420117,,,,-4.710418701171875,,0.39690899946083213,1.1887824823957112,,,,,0.34131037402925213,,,
2024-11-14 00:00:00-05:00,224.2240421118748,228.06041440281584,224.204108600429,227.4127197265625,44923900,0.0,0.0,224.95343322753905,225.24514753619997,223.81554260253907,225.26652461802956,,226.35268446643744,,228.16591831867862,,229.12651393831467,,229.6975170512612,44.72323634457945,-1.4294040630502138,-1.4881010146239064,0.05869695157369259,,,,,,58.32957576201427,,3.810084587141197,,20.368143595263778,34.25313261874278,,-41.67042423798573,-121314300.0,,,225.5272685477279,0.4356877399577925,1.1336834761597494,,52.695776744665125,223.37631661567355,,,,2.5492401123046875,,1.3770574320934648,0.4356877399577925,,,,,1.6072061315292336,,,
2024-11-15 00:00:00-05:00,225.59914322363005,226.11730807125568,223.47668806811174,224.2041015625,47923700,0.0,0.0,224.5628204345703,224.8981322116333,224.0482147216797,225.07335678975144,,226.1480575232053,,228.01055295569122,,229.0290404259223,,229.64285620062677,35.98332557562135,-1.424280861327901,-1.4753369839647055,0.05105612263680448,,,,,,37.87649371625788,44.624514257135324,3.8551868997945524,,17.34513383886419,35.200159453833585,,-62.12350628374212,-169238000.0,,,225.4654143858231,-0.8635870370455332,1.0486518217921847,,46.036380651224015,224.08798697837372,,,,2.32672119140625,,-1.4109229105216725,-0.8635870370455332,,,,,0.06957736352148534,,,
2024-11-18 00:00:00-05:00,224.4532188000698,228.9273417095955,224.37349996104592,227.2134246826172,44633700,0.0,0.0,225.31814270019532,225.66989636862795,224.67140197753906,225.46246004299974,,226.24952106219692,,227.97929302341382,,228.99308763892614,,229.6186827526864,41.52003979499606,-1.1639758719198312,-1.4130647615557306,0.24908888963589937,,,,,,62.21566840613952,52.80724596147056,4.049655251095108,,21.468593301256075,33.10602162010014,,-37.78433159386048,-124604300.0,,,225.545653803184,1.6902368376214005,2.820087241986689,,52.34491419650211,224.5463467529035,,,,6.23187255859375,,1.3422248295838157,1.6902368376214005,,,,,1.1314402646280086,,,
2024-11-19 00:00:00-05:00,226.17706876893948,229.3458276324582,225.8582086546099,227.47247314453125,36211800,0.0,0.0,226.12527465820312,226.27075529392906,225.17716369628906,225.82791697055092,,226.3659926890859,,227.95941773404587,,228.9629764608193,,229.59732743320228,47.249993416601235,-0.9261036995309837,-1.3156725491507812,0.38956884961979754,,,,,,82.41577551414856,60.835979212181996,4.005848984314333,,22.44956989429664,28.551726627218176,,-17.584224485851436,-88392500.0,,,225.63680611737163,1.80617496707506,2.273956551030517,,59.003316722213754,225.03115111949478,,,,5.0576171875,,0.11401107231050478,1.80617496707506,,,,,1.019334914146989,,,
