Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R,OBV,Volume_MA_20,Volume_MA_50,VWAP,ROC_5,ROC_10,ROC_20,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Momentum,Volatility,Price_Change,Price_Change_5d,High_52w,Low_52w,High_20d,Low_20d,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200
2024-10-25 00:00:00-04:00,574.5252631127809,577.4398415567764,571.1364694352268,572.0848999023438,47268200,0.0,0.0,0.0,,572.0848999023438,,572.0848999023438,,572.0848999023438,,572.0848999023438,,572.0848999023438,,572.0848999023438,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,573.5537369647823,,,,,,,,,,,,,,,,,,,,
2024-10-28 00:00:00-04:00,575.5824346975934,575.7108780440467,573.5471805256955,573.8534545898438,30174700,0.0,0.0,0.0,,572.6744181315105,,572.406455300071,,572.2533336821057,,572.1542549881281,,572.1199207872447,,572.1024974614234,,0.14108128561247213,0.028216257122494426,0.1128650284899777,,,,,,,,,,,,,,30174700.0,,,573.871980624575,,,,,,,,,,,0.30914199759544125,,,,,,,,,
2024-10-29 00:00:00-04:00,572.885123103402,575.9083655831134,571.4821962800153,574.7821044921875,42899700,0.0,0.0,0.0,,573.3769802517362,,572.8383915168195,,572.4941689973516,,572.2573079098559,,572.1726372962535,,572.1291602179484,,0.3240876265430188,0.08739053100659931,0.2366970955364195,,,,,,,,,,,,,,73074400.0,,,573.9381342926387,,,,,,,,,,,0.16182701261377996,,,,,,,,,
2024-10-30 00:00:00-04:00,574.3078679687578,576.3135137591064,572.3318907812009,573.0432739257812,41435800,0.0,0.0,0.0,,573.2657448097513,,572.8756428639034,,572.5464647048211,,572.2881301065588,,572.189877625551,,572.1382558767328,,0.3250652259457638,0.13492546999443222,0.1901397559513316,,,,,,,,,,,,,,31638600.0,,,573.9274004913739,,,,,,,,,,,-0.30251995544336996,,,,,,,,,
2024-10-31 00:00:00-04:00,568.646678223919,568.715844657544,561.6122046859157,561.809814453125,60182500,0.0,0.0,0.0,571.1147094726563,569.4471013575426,,570.8636740619437,,571.523926585612,,571.8772157672084,,571.9843318201565,,572.035485315304,,-0.5739897207847662,-0.0068575681614074565,-0.5671321526233587,,,,,,,,,,,,,,-28543900.0,,,571.2481442916281,,,,,,,,,,,-1.9603160849788082,,,,,,,,,
2024-11-01 00:00:00-04:00,564.4575739167589,568.6367458037868,563.7659699347041,564.180908203125,45667500,0.0,0.0,0.0,569.5339111328125,567.6917036394034,,569.6486257239766,,570.8245915015656,,571.5753997843033,,571.8298085802153,,571.9573303191629,,-1.0826892263909258,-0.22202389980731113,-0.8606653265836146,,,,,,,,,,,,,,17123600.0,,,570.2720505213606,-1.381611662983585,,,,,,,,,,0.4220456262957972,-1.381611662983585,,,,,,,,
2024-11-04 00:00:00-05:00,564.319237599237,565.6233895940205,561.0687772961523,562.9656982421875,38217000,0.0,0.0,0.0,567.3563598632812,566.1163685069981,,568.4335480000149,,570.0761254768629,,571.2377644297105,,571.6542816428286,,571.8678613432726,,-1.565844457280832,-0.4907880113020154,-1.0750564459788168,,,,,,,,,,,,,,-21093400.0,,,569.3907705974066,-1.897306056201782,,,,,,,,,,-0.21539366952487704,-1.897306056201782,,,,,,,,
2024-11-05 00:00:00-05:00,563.8845163682408,569.8124470478838,563.6671878549613,569.77294921875,39478300,0.0,0.0,0.0,566.3545288085937,567.3352287442488,,568.6770754943303,,570.0472515475188,,571.1803206959473,,571.617027535421,,571.8470164465111,,-1.3835119311322615,-0.6693327952680647,-0.7141791358641968,,,,,,,,,,,,,,18384900.0,,,569.2032919265255,-0.8714876879931786,,,,,,,,,,1.209176864206385,-0.8714876879931786,,,,,,,,
2024-11-06 00:00:00-05:00,582.122869688031,584.8200591512631,578.3586356989562,583.9407348632812,68182000,0.0,0.0,0.0,568.5340209960938,572.8703974505929,,571.4522862886851,,571.3704404347343,,571.6807290946663,,571.8610613438935,,571.9673519531457,,-0.09469856799194076,-0.5544059498128399,0.4597073818208991,,,,,,,,,,,,,,86566900.0,,,571.3748382972469,1.9016820253109548,,,,572.9444182237078,,,,,,2.486566914760968,1.9016820253109548,,,,,,,,
2024-11-07 00:00:00-05:00,585.9562310221482,589.4833571706318,585.8771750583134,588.455810546875,47233200,0.0,0.0,0.0,573.8632202148438,578.0655351493537,572.48896484375,574.5438361538105,,572.9976185406524,,572.3385754261254,,572.1896702390021,,572.1314162177599,,1.276311655017139,-0.18826242884684408,1.4645740838639831,,,,,,,,,,,,,,133800100.0,,,573.0729107086237,4.742885476233208,,,,575.276067233392,,,,,,0.7732078640910078,4.742885476233208,,,,,2.7890224412417965,,,
