Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,SMA_100,EMA_100,SMA_200,EMA_200,RSI,MACD,MACD_Signal,MACD_Hist,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,Stoch_K,Stoch_D,ATR,ADX,Plus_DI,Minus_DI,CCI,Williams_R,OBV,Volume_MA_20,Volume_MA_50,VWAP,ROC_5,ROC_10,ROC_20,MFI,Tenkan,Kijun,Senkou_A,Senkou_B,Momentum,Volatility,Price_Change,Price_Change_5d,High_52w,Low_52w,High_20d,Low_20d,Dist_SMA_10,Dist_SMA_20,Dist_SMA_50,Dist_SMA_200
2024-10-25 00:00:00-04:00,220.3357153270423,220.942857849908,216.30112834353372,217.70147705078125,6369700,0.0,0.0,,217.70147705078125,,217.70147705078125,,217.70147705078125,,217.70147705078125,,217.70147705078125,,217.70147705078125,,0.0,0.0,0.0,,,,,,,,,,,,,,0.0,,,218.315154414741,,,,,,,,,,,,,,,,,,,,
2024-10-28 00:00:00-04:00,218.71993884440727,220.96246034792105,218.32822191766556,220.8253631591797,6843000,0.0,0.0,,218.7427724202474,,218.2694563432173,,217.99899001348587,,217.82398238836552,,217.76333618164062,,217.73256049464592,,0.24919889183806276,0.04983977836761255,0.1993591134704502,,,,,,,,,,,,,,6843000.0,,,219.20778786239507,,,,,,,,,,,1.4349402451090176,,,,,,,,,
2024-10-29 00:00:00-04:00,220.5413770816453,222.0494461278477,218.19112039529367,218.2792510986328,6580000,0.0,0.0,,218.58826531304257,,218.2712372078383,,218.0256815454046,,217.84183606327798,,217.77355231861077,,217.7380002021483,,0.23849166104832875,0.0875701549037558,0.15092150614457295,,,,,,,,,,,,,,263000.0,,,219.30712865550896,,,,,,,,,,,-1.152998018036333,,,,,,,,,
2024-10-30 00:00:00-04:00,217.92672018698767,221.61857194835616,216.9866294369007,219.75796508789062,7110900,0.0,0.0,,218.97816523799193,,218.5415513678478,,218.19066093040328,,217.9169783779687,,217.81284762097275,,217.75809935524026,,0.34534504164048485,0.13912513225110162,0.20621990938938323,,,,,,,,,,,,,,7373900.0,,,219.34605104265577,,,,,,,,,,,0.6774413884119701,,,,,,,,,
2024-10-31 00:00:00-04:00,220.0419492756705,221.0114318812249,217.221662051057,217.319580078125,7829900,0.0,0.0,218.77672729492187,218.4253035180363,,218.31937476971638,,218.10770084923394,,217.8935509936611,,217.80307994685694,,217.7537359793486,,0.23061147817278993,0.15742240143543929,0.07318907673735064,,,,,,,,,,,,,,-456000.0,,,219.1592855958241,,,,,,,,,,,-1.1095775339885483,,,,,,,,,
2024-11-01 00:00:00-04:00,218.92557823028235,221.46188370567674,218.0834055117473,218.3184356689453,6923500,0.0,0.0,218.90011901855468,218.38968090167265,,218.31920402412163,,218.1277708320636,,217.9102131377899,,217.81328501066068,,217.75935488173263,,0.2177732464823805,0.16949257044482754,0.048280676037552955,,,,,,,,,,,,,,6467500.0,,,219.18066301764767,0.28339661564177177,,,,,,,,,,0.45962521667914924,0.28339661564177177,,,,,,,,
2024-11-04 00:00:00-05:00,218.0344223689788,219.12141248144985,214.6265675335852,215.2239227294922,8229600,0.0,0.0,217.7798309326172,217.3344281776125,,217.75642560691625,,217.85121386991392,,217.80486841589587,,217.76201051004347,,217.73412670111333,,-0.04162267661016017,0.12726952103383002,-0.1688921976439902,,,,,,,,,,,,,,-1762100.0,,,218.70940498921428,-2.536592875724044,,,,,,,,,,-1.417430887121962,-2.536592875724044,,,,,,,,
2024-11-05 00:00:00-05:00,215.46872757024698,217.35872600759404,215.43935067237115,216.89846801757812,5600700,0.0,0.0,217.50367431640626,217.1891081242677,,217.6004333179457,,217.76047616969146,,217.76932330223636,,217.7449106587075,,217.72581168933687,,-0.11079680788537871,0.07965625524998828,-0.19045306313536697,,,,,,,,,,,,,,3838600.0,,,218.49300798977026,-0.6325764240554222,,,,,,,,,,0.778047935772741,-0.6325764240554222,,,,,,,,
2024-11-06 00:00:00-05:00,230.12842309869163,242.85893161053414,229.90319520891288,241.93841552734375,23987800,0.0,0.0,221.93976440429688,225.4388772586264,,222.0255209923817,,220.06313706089642,,218.71713084047587,,218.22398996303693,,217.96673312056083,,1.833758267340528,0.43047665766809623,1.4032816096724317,,,,,,,,,,,,,,27826400.0,,,224.451242868935,10.09312696838188,,,,228.74274957205967,,,,,,11.544547888524658,10.09312696838188,,,,,,,,
2024-11-07 00:00:00-05:00,239.4314948293892,239.50005089600148,230.3438711903628,231.47982788085938,16451100,0.0,0.0,224.77181396484374,227.45252746603742,221.7742706298828,223.7444858811958,,221.15044094851194,,219.21762876362817,,218.4864818029938,,218.10119177489216,,2.502069260264193,0.8447951781873156,1.6572740820768774,,,,,,,,,,,,,,11375300.0,,,226.05017210968597,6.515863778884469,,,,228.74274957205967,,,,,,-4.322830511925191,6.515863778884469,,,,,4.376322475736642,,,
